name,infrastructure_type,latitude,longitude
Chicago Sports Bar & Grill,bar,41.8076412,-87.7323151
Chicago Union Station Metropolitan Lounge,bar,41.8786314,-87.6389955
ChiSox Bar & Grill,bar,41.8312201,-87.6339332
Christmas Club,bar,41.9450134,-87.6551173
Cityscape Bar,bar,41.8881823,-87.6375946
Claddagh Ring,bar,41.9761285,-87.6871299
Clover,bar,41.8913482,-87.6468352
Garfield's Beverage Company,alcohol,41.9059632,-87.67083
Club Escape,bar,41.7589794,-87.5870686
Cody’s Public House,bar,41.938034,-87.6709073
Commons Club,bar,41.8859648,-87.6259889
Compass Bar,bar,41.9327184,-87.6407591
Cork and Kerry at the Park,bar,41.8346792,-87.6341999
Cork Lounge,bar,41.9471523,-87.6749398
Corrib Irish Pub,bar,41.9815209,-87.7623018
Queenie’s Supper Club & Cocktails,bar,41.8810096,-87.6742287
Cunneen’s,bar,41.9982845,-87.6665475
D4 Irish Pub & Cafe,bar,41.892086,-87.6192076
Danny’s Tavern,bar,41.9194305,-87.6772409
Declan’s Irish Pub,bar,41.6778605,-87.6713226
Del Toro,bar,41.8532108,-87.6462872
Delilah’s,bar,41.9322793,-87.6580771
Di’s Den,bar,41.9535366,-87.7549131
Distilled Chicago,bar,41.921811,-87.666291
Division on the Rocks,bar,41.9041038,-87.6320799
DMen Tap,bar,41.9391728,-87.6997382
Dorian’s,bar,41.9103836,-87.6765997
Dr J’s Place,bar,41.895383,-87.7081531
Draft Bar,bar,41.951865,-87.832673
Dram Shop,bar,41.9377382,-87.6444991
Drawing Room,bar,41.881757,-87.62476
Driftwood,bar,41.961622,-87.6557775
Drink and Ink,bar,41.963009,-87.6555863
Duke of Perth,bar,41.9352735,-87.6466516
Easy Bar,bar,41.9034989,-87.6766382
Easy Street,bar,41.9492139,-87.7671139
Ed and Jean’s Tavern,bar,41.9179598,-87.6789791
Eight Bar and Patio,bar,41.9021359,-87.6287498
El Plan,bar,41.8013625,-87.6880681
Electric Hotel,nightclub,41.893443,-87.6350756
Elixir Lounge,bar,41.9452065,-87.6496265
Emerald Isle,bar,42.0023562,-87.8157881
Emporium - Logan Square,bar,41.9242728,-87.6990832
Eva’s Sports Bar,bar,41.9236385,-87.8054365
F. O’Mahony’s,bar,41.9494171,-87.6483014
Falcon Inn,bar,41.7993946,-87.5861891
Family Den,bar,41.7320155,-87.5858009
Farraguts,bar,41.9774135,-87.6685818
Figo Wine Bar,bar,41.9402434,-87.6539754
Filonek’s,bar,41.9942585,-87.7845399
Finch Beer Co,bar,41.8863189,-87.672127
Finley Dunnes Tavern,bar,41.9447486,-87.672566
Flamingo Bar & Grill,bar,41.8920723,-87.616159
Foundation Room,bar,41.8881581,-87.6289021
Four Shadows,bar,41.9322813,-87.6687371
Frank and Mary’s Tavern,bar,41.9342762,-87.6905784
Friar Tuck,bar,41.9368175,-87.6445689
Front Bar,bar,41.9128766,-87.6485296
Fritzy’s Tavern,bar,41.9942912,-87.6704983
Fudy T’s,bar,42.0080555,-87.6665181
Galway Bay,bar,41.9332106,-87.6416208
Gamblers,bar,41.9703599,-87.7283439
Game Room,bar,41.8816018,-87.6248352
George Street Pub,bar,41.9344071,-87.6492749
Gigi’s Kitchen,bar,41.9179762,-87.6773811
Go Tavern and Liquors,bar,41.9172303,-87.7078513
Goldie’s Pub,bar,41.9515876,-87.6767514
Great Central Brewing Company,bar,41.8858542,-87.6712618
Greenlight Korean Pub & Karaoke,bar,41.9902257,-87.6929357
Hangovers Sports Bar and Liquor Store,bar,41.945475,-87.7275518
Harrigan’s,bar,41.9332916,-87.6492713
Hearth and Crust,bar,41.9541051,-87.718301
Hawkeye’s Bar & Grill,bar,41.8694876,-87.6639325
Heineken Pub97,pub,41.9476386,-87.6958504
High Dive,bar,41.8961863,-87.6761921
Holloway’s Bar,bar,41.8896433,-87.6298384
Homer’s,bar,41.811906,-87.661109
Hook and Ladder,bar,41.9233475,-87.6460503
Hopewell Brewing Company,bar,41.9312206,-87.7113891
Moonflower,bar,41.9604315,-87.7541054
Howl at the Moon Chicago,nightclub,41.8902485,-87.6291445
Sakura Karaoke Bar,bar,41.8531462,-87.6331597
Savemore Liquors,bar,41.9556851,-87.6801392
The Hyde,bar,41.801484,-87.5889339
Sean’s Rhino Bar & Grill,bar,41.705468,-87.6819711
Hungry Brain,bar,41.9393248,-87.6864334
Shakers On Clark,bar,41.9392288,-87.6502846
Shamrock Club,bar,41.8892889,-87.6345753
Sheffield’s Wine & Beer Garden,bar,41.9415907,-87.6545108
Shinnick’s Pub,bar,41.8254352,-87.6439071
Side Street Saloon,bar,41.9343695,-87.6659032
Sidekicks,bar,41.9609937,-87.7394333
Sidetrack,bar,41.9432707,-87.6492354
Illinois Bar & Grill On 47th,bar,41.8076226,-87.7274061
Infield’s,bar,41.8839004,-87.6274021
Silvana Bar,bar,42.0099898,-87.6745597
Six Penny Bit,bar,41.9607098,-87.7722949
Slippery Slope,bar,41.9242137,-87.6989691
Small World Inn Bar & Grill,bar,41.7026026,-87.5427155
Smart Bar,bar,41.9498354,-87.6589084
Smoke Filled Room,bar,41.7495275,-87.7070827
South Shore Inn,bar,41.6479848,-87.5450587
Sovereign Liquors,bar,41.9947861,-87.6606465
Park West,bar,41.9185326,-87.6373677
Parlay,bar,41.8902577,-87.6318046
Parson’s Chicken & Fish,bar,41.9266392,-87.6485154
Peacock Liquors,bar,41.9613885,-87.7056383
The Ravenswood Tavern,bar,41.9613575,-87.6755899
Sparrow,bar,41.9033723,-87.6290617
Spiteful Brewing,bar,41.9798668,-87.6806858
Dorothy's,bar,41.895924,-87.689589
Spyners Pub,bar,41.9656329,-87.6885158
Stan’s Corner & Helen’s Kitchen,bar,41.7955737,-87.7651298
Ph.D Pub,bar,41.8655426,-87.6467104
Pipeworks Brewing,bar,41.9183265,-87.7252846
President’s Lounge,bar,41.7583443,-87.6082472
Punch House,bar,41.8578025,-87.6573946
Racine Plumbing Bar & Grill,bar,41.9298635,-87.6552862
Reggie’s Trainwreck Rooftop Deck,bar,41.8539071,-87.6268152
Stanley’s,bar,41.8159941,-87.6655805
The Red Lion Pub,bar,41.9263244,-87.6504588
The Red Star Bar,bar,41.8915969,-87.620825
Sluggers World Class Sports Bar,bar,41.9465696,-87.6563348
Sloppy Joes Dive Inn Spirits & Music,bar,41.792864,-87.7351204
Roanoke Restaurant,bar,41.881728,-87.6320849
The Reservoir,bar,41.9619258,-87.6517138
The Revel Room,bar,41.9098184,-87.6771283
The Reveler,bar,41.9435223,-87.6783231
ROOF on theWit,bar,41.886084,-87.6276358
Rooks Corner,bar,41.87375,-87.666102
River Shannon,bar,41.9181487,-87.6398708
Rooster’s Place,bar,41.8920421,-87.70669
Rizzo’s Bar & Inn,bar,41.9486374,-87.6579243
Rootstock Wine & Beer Bar,bar,41.8990442,-87.6969506
Roscoe Village Pub,bar,41.9466297,-87.6832356
Reggies Music Joint,bar,41.8539929,-87.6267847
Rose’s Lounge,bar,41.93012,-87.655636
Renaissance Bronzeville,bar,41.8099311,-87.6161107
Rucker Cigar Lounge,bar,41.6778456,-87.6712981
Stella’s Sports Bar,bar,41.8986252,-87.6866105
Stereo Nightclub,nightclub,41.9315127,-87.7669868
Steve’s Sports Bar & Lounge,bar,41.9102381,-87.7151597
Stock and Ledger Kitchen & Spirits,bar,41.8822332,-87.6303266
Stocks and Blondes,bar,41.88294,-87.6340598
Stretch Bar & Grill,bar,41.9457853,-87.6550852
Sully’s House,bar,41.9086893,-87.6491398
Sunnyday Tap,bar,41.9708243,-87.7440371
Sutherland’s Food & Spirits,bar,41.9530273,-87.7617101
The Scout Waterhouse + Kitchen,bar,41.8656516,-87.6254846
The Store,bar,41.9183755,-87.6487346
The Twisted Shamrock,bar,41.7745311,-87.7617426
T & A Too,bar,41.9573408,-87.7157832
Tapster Lincoln Park,bar,41.9287226,-87.6558771
Tavern at the Park,bar,41.8850448,-87.6231506
Taylor Street Tap,bar,41.8694771,-87.6614797
Ted’s Place,bar,41.8798792,-87.7703776
Teddy Bear Lounge,bar,41.9449787,-87.7270955
Ten Cat Tavern,bar,41.9534215,-87.6687019
The Annoyance Theatre and Bar,bar,41.9397228,-87.6512814
The Arrogant Frog Bar,bar,41.9251122,-87.663056
The Unforgettable Bar,bar,41.9538165,-87.7329115
The Warehouse Bar & Pizzeria Chicago,bar,41.9250423,-87.664123
Unknown,bar,41.9594243,-87.6822606
"Tinker to Evers, Wrigleyville",bar,41.9455007,-87.6547969
Tiny Tavern,bar,41.8912397,-87.6055872
Tobacco Road Tap Room,bar,41.9230946,-87.6451223
Tom’s Tap,bar,41.7919347,-87.7895022
The BallPark Pub,bar,41.8237688,-87.6393124
THE BAR,bar,41.8861805,-87.6210463
The Bar at Hotel Zachary,bar,41.9478142,-87.6572385
The Barrel,bar,41.8544099,-87.6757334
The Beer Temple,bar,41.9388637,-87.6972279
The Beetle Bar and Grill,bar,41.89596,-87.6907321
The Berkshire Room,bar,41.8922088,-87.6274966
Toons Bar & Grill,bar,41.9524051,-87.6638159
The Brewery,bar,41.9503507,-87.8075249
The Bureau Bar,bar,41.8599865,-87.6243607
The Butcher’s Tap,bar,41.9468004,-87.6637586
The Cabin At Old Irving,bar,41.9557745,-87.7278715
The Continental,bar,41.8954045,-87.6968487
The Cove Lounge,bar,41.7953689,-87.5819327
Tripoli Tap,bar,41.9178322,-87.6572715
Tuman’s Tap and Grill,bar,41.8955557,-87.6817912
Turtles Bar and Grill,bar,41.8346866,-87.6330617
Twisted Cantina,bar,41.8586774,-87.6606638
Twisted Tap,bar,41.9348552,-87.661554
Two Zero Three,bar,41.8858858,-87.6260967
Uncle Mikes Sports Bar,bar,41.9172825,-87.7270677
Ireland’s Pub,bar,42.0006317,-87.659884
Iron Horse Ale House,bar,41.993437,-87.8013362
J & A Sports Bar,bar,41.9313676,-87.7683078
Jacaranda,bar,41.8445808,-87.7152503
J9 Wine Bar,bar,41.9177296,-87.6483011
Jack’s Place,bar,41.8578705,-87.6427525
Jacqueline Lounge,bar,41.9306732,-87.801214
Jake’s Pub,bar,41.9357245,-87.6475622
Good Night John Boy,bar,41.8841206,-87.6501144
The Diag,bar,41.934158,-87.6639155
The Empty Bottle,bar,41.9004807,-87.6866529
The Esquire Champagne Room,bar,41.9009199,-87.6261742
The Flat Iron,bar,41.9100689,-87.6766782
The Garage Bar & Sandwiches,bar,41.993398,-87.7845638
The Glenwood,bar,42.0083767,-87.6663564
The Green Lady,bar,41.9423073,-87.6707332
The Green Room Tap,bar,41.8577374,-87.6578099
The Hangge-Uppe,bar,41.9033279,-87.6292502
Cook County Circuit Court Branches 23 & 29,courthouse,41.9178034,-87.7651184
The Hideout,bar,41.9139157,-87.6626385
The Hometavern,bar,41.9331414,-87.6597871
The Irish Nobleman,bar,41.8932944,-87.6620632
The Junction,bar,41.8786721,-87.6386409
The Kedzie Inn,bar,41.9559382,-87.7083207
The Land on Lincoln,bar,41.9367992,-87.6649701
The Living Room Bar W Chicago City Center,bar,41.8797274,-87.6332456
The Lobby,bar,41.8960253,-87.625116
The Lodge Tavern,bar,41.9037631,-87.6295523
The Long Room,bar,41.9545162,-87.6697345
The Map Room,bar,41.917591,-87.6798155
The Matchbox,bar,41.8957112,-87.6548491
The Native,bar,41.925319,-87.7008542
The Nest Bar & Eatery,bar,41.9525251,-87.7985204
Gracie O'Malleys,bar,41.997511,-87.6706958
The Office,bar,41.8865111,-87.6518726
The Other Side Bar,bar,41.9264349,-87.6412501
The Owl,bar,41.9272203,-87.7040906
The Pony Inn,bar,41.9398934,-87.6701961
Varsity Club,bar,41.9200991,-87.6626373
Victory Tap Chicago,bar,41.8635201,-87.6245316
Village Inn,bar,41.8206767,-87.640716
Village Tap,bar,41.9429831,-87.6806006
Vinny’s Pizza Bar,bar,41.8843022,-87.640161
VU Rooftop Bar,bar,41.8526576,-87.6228461
W XYZ Bar,bar,41.8912931,-87.6308132
Wang’s,bar,41.9425564,-87.6443063
Avenue Tap and Kitchen,bar,41.9435749,-87.6710728
Watra Night Club,bar,41.8061796,-87.7238346
Weather Mark Tavern,bar,41.8619185,-87.6235586
West 55th Street,bar,41.7928966,-87.7282348
Whale Tale,bar,41.9220253,-87.6645086
Cubaneo,bar,41.9349667,-87.6440646
Whirlaway Lounge,bar,41.9248678,-87.7085259
Whiskey Business,bar,41.9067711,-87.6715408
Wild Blossom Meadery & Winery,bar,41.7296629,-87.6672066
Windy City Playhouse,bar,41.9542149,-87.703826
Winners Sports Bar & Grill,bar,41.8803981,-87.7724635
Wolcott Tap,bar,41.9616401,-87.6758223
Xavier Players Club,bar,41.8122153,-87.6847639
Z Bar,bar,41.8959948,-87.6251129
Zakopane,bar,41.9034627,-87.6713468
Zebra Lounge,bar,41.90453,-87.629156
Le Piano,bar,42.0087285,-87.6663449
LG’s Bar,bar,41.909856,-87.634225
Lighthouse Tavern,bar,42.0141796,-87.6637602
Lincoln Tap Room,bar,41.9363406,-87.6643657
Joe’s On Broadway,bar,41.9472229,-87.6470188
Joe’s On Weed St,bar,41.9101115,-87.6521126
Jovial Club,bar,41.720427,-87.5507973
Keenan O’Reilly’s,bar,41.9530005,-87.6693021
"Kibbitznest Books, Brews & Blarney",bar,41.9218751,-87.665271
Kite String Cantina,bar,41.9467449,-87.6759528
Kitty O’Shea’s,bar,41.872091,-87.624475
La Cueva,bar,41.8440501,-87.7291106
La Lena Restaurant,bar,41.9101643,-87.7212799
Little Joe’s Circle Lounge,bar,41.8693073,-87.6527732
Little Toasted,bar,41.8775721,-87.6387853
Lizard’s Liquid Lounge,bar,41.9541577,-87.7054052
Loafers,bar,41.9687446,-87.6939674
Loop Tavern,bar,41.8962815,-87.6678216
Muse Spirits,bar,41.9396984,-87.6442135
Ludlow Liquors,bar,41.935612,-87.69751
M Lounge,bar,41.8613732,-87.6259149
MaddAnthonys Bar & Grill,bar,41.8083393,-87.7083729
Maderos Latin Grill & Bar,bar,41.9545774,-87.6744035
Madison Tavern,bar,41.8823099,-87.6404179
Maplewood Brewery & Distillery,bar,41.9308446,-87.6911398
Marchesa,bar,41.891884,-87.6338104
Marge’s Still,bar,41.9145918,-87.6389496
Mario & Sandra’s,bar,41.8275902,-87.6950014
Martin’s Corner,bar,41.8514785,-87.6781294
Martini Bar,bar,41.8998248,-87.6226204
Marz Community Brewing,pub,41.8277727,-87.6595159
Matisse Tavern & Grill,bar,41.9330575,-87.6465042
Max’s Place,bar,41.9659387,-87.6667289
Replay - Andersonville,bar,41.9797374,-87.6684429
Rex Tavern,bar,41.9705803,-87.7628638
BMO,atm,41.9766605,-87.9054582
Rory Lake’s Karaoke Dreams,bar,41.9162275,-87.6737745
Rush Bar & Lounge,bar,41.8922985,-87.6246308
Seasons Bar,bar,41.8994775,-87.6222477
Sky-Ride Tap,bar,41.8767738,-87.6311033
Tavern Club at 333,bar,41.887808,-87.624171
MCM Pub and Eatery,bar,41.9517836,-87.7475295
McNamara’s,bar,41.9537514,-87.7366287
Meeting House Tavern,bar,41.9732654,-87.667929
Mesler Kitchen | Bar | Lounge,bar,41.7992767,-87.5915431
Metropolitan Brewing Taproom,bar,41.9376325,-87.6912237
Michael’s Sport Lounge,bar,41.8114791,-87.7080881
Monsen’s Tally Ho Pub,bar,42.0193059,-87.679579
Monsignor Murphys,bar,41.9371372,-87.6441059
The Century Bar,bar,41.9335786,-87.646062
The Dugout Bar,bar,41.9474494,-87.6539367
Movie Mondays at the Drake’s Palm Court,bar,41.9004321,-87.6234171
Moxy Chicago Downtown,bar,41.8918453,-87.6331098
Mr Brown’s Lounge,bar,41.8955065,-87.6845512
Mr C’s Midway Bar,bar,41.7786634,-87.739553
My Buddy’s,bar,41.9622252,-87.6663711
2Bears Tavern,bar,41.9655042,-87.6592494
Nola Pub,bar,41.9457261,-87.655028
No Bones Beach Club,bar,41.9103715,-87.6767531
O’Donnell’s,bar,41.9624699,-87.732191
O’Donovan’s,bar,41.9544889,-87.6814266
O’Hara’s Tavern,bar,41.7025725,-87.5372825
O’s Tap,bar,41.9189197,-87.6877538
Oakwood 83,bar,41.9612918,-87.678559
Oaza Restaurant,bar,41.96825,-87.7058769
Odyssey II,bar,41.7941908,-87.6202992
Ola’s Liquor,bar,41.8991171,-87.6769007
Old 41 Saloon,bar,41.9455358,-87.8204577
Unknown,bar,41.9293006,-87.653336
Bank of America,atm,41.9785816,-87.9064233
Old Irving Brewing,bar,41.960549,-87.73934
Old Town Pub,bar,41.9069115,-87.634332
OverTime Sports Bar and Grill,bar,41.93836,-87.7940371
Paddy Mac’s,bar,41.9571862,-87.7274109
Lake Effect Brewing Company,bar,41.9604534,-87.7459731
Lakeview Men’s Club,bar,41.9318129,-87.6412205
Lange’s Lounge,bar,41.9454037,-87.6641828
The Living Room Bar,bar,41.8938743,-87.6156667
The Stanley Club,bar,41.8818343,-87.6619234
The University of Chicago Pub,bar,41.7880323,-87.5955645
The Windsor Tavern,bar,41.9631548,-87.7569774
Vaughan’s Pub - NW Side,bar,41.9805375,-87.7776143
Winter’s Jazz Club,bar,41.890665,-87.6165971
Woven + Bound Restaurant,bar,41.8539177,-87.6204197
No.18 Karaoke,bar,41.8526331,-87.63174
Nob’s Wine Bar,bar,41.9691792,-87.6749048
Nob’s Wine Bar,bar,41.9373423,-87.6447076
O’Neil’s on Wells,bar,41.8764187,-87.6335258
Off Site Bar,bar,41.9300992,-87.7072427
MacGuffins Bar & Lounge,bar,41.8839109,-87.6283762
Leviathan,bar,41.8943435,-87.628412
Palm Court,bar,41.9003921,-87.6234555
Lawlor's Bar,bar,41.7923738,-87.7937307
Galileo,bar,41.9811285,-87.9057249
United Club (B6),bar,41.9780217,-87.9068821
K.L.E.O. Community Family Life Center,social_facility,41.79424,-87.6217415
John Sengstacke Health Center,clinic,41.8024002,-87.613778
Washington Park Children's Free Health Clinic,clinic,41.796922,-87.6195845
Tai Nam Market,supermarket,41.9723749,-87.6589052
CVS Pharmacy,pharmacy,41.9040756,-87.628486
Light of the World Baptist Church,place_of_worship,41.862641,-87.6912701
Illinois Appellate Court 1st District,courthouse,41.8849636,-87.6329065
Trina Davila Community Services Center,social_facility,41.9101603,-87.7342035
North Pulaski Branch Library,library,41.9100834,-87.7338665
Lincoln Sqaure Medical Center,clinic,41.9684437,-87.6921097
United Club - C16,bar,41.9781649,-87.9105199
United Club - Polaris Lounge,bar,41.9788899,-87.9104659
Jazz Bar,bar,41.9792371,-87.9103029
Goose Island Beer Company,bar,41.9770824,-87.9072224
Sport Edition Bar,bar,41.9772987,-87.9035795
USO,social_facility,41.9755378,-87.9030267
American Airlines Self Check-in,payment_terminal,41.9763876,-87.9016925
Admirals Club,nightclub,41.9775707,-87.8991982
Publican Tavern,bar,41.9767495,-87.9008348
District Brew Yards,bar,41.889422,-87.6667839
Jojo's Shake Bar,bar,41.8899091,-87.6289557
Lazy Bird,bar,41.8858782,-87.6488678
Janitor's Closet,bar,41.8986768,-87.6364137
Stanley's,pub,41.9751802,-87.9065976
Middle Brow Bungalow,pub,41.9177233,-87.6988825
Jewel-Osco,pharmacy,41.9355796,-87.6700856
Independence Branch Library,library,41.9542048,-87.720259
Crow Bar Inc,bar,41.7025677,-87.5267822
Perscpectives Leadership Academy,school,41.739209,-87.6262149
D&O Food and Liquors,alcohol,41.7372319,-87.5516273
Lawndale Christian Health Center Pharmacy,pharmacy,41.852107,-87.722661
Walgreens,pharmacy,41.9756931,-87.6929557
Peace Pharmacy,pharmacy,41.8503205,-87.6320875
Walgreens,pharmacy,41.7501371,-87.6544369
Pui Tak Christan School,school,41.8508709,-87.6317744
Silver State City Food Company,supermarket,41.8484513,-87.6320554
Coachlight,laundry,41.9451646,-87.6457684
House of Hookah,tobacco,41.9399146,-87.6447824
Utopian Tailgate,bar,41.9113754,-87.6349829
American Flagship Lounge,nightclub,41.9749576,-87.9000054
Walgreens,pharmacy,41.7987841,-87.7438504
Pilot Project Brewing,pub,41.919956,-87.6928755
Walgreens,pharmacy,41.9315257,-87.6979686
CVS Pharmacy,pharmacy,41.868375,-87.6313044
Howard Brown Health,clinic,41.7949314,-87.588053
Walgreens,pharmacy,41.9999309,-87.6714616
Howard Brown Health 63rd Street,clinic,41.779483,-87.6412817
Howard Brown Health Diversey,clinic,41.9331304,-87.6399046
Vivent Health + TPAN,clinic,41.9828289,-87.6598017
Greater Chicago Food Depository,social_facility,41.8173168,-87.7268735
Mad West & Atrium Bar,bar,41.8807947,-87.6727821
Osito's Tap,bar,41.8446001,-87.7182877
Billy Goat Tavern & Grill,bar,41.8912965,-87.6049776
The Catholic Charities,social_facility,41.7320691,-87.5511119
La Jerezana,supermarket,41.7302561,-87.5502518
South Chicago Coin Laundry,laundry,41.7297054,-87.5519106
Fifth Third Bank,atm,41.7280909,-87.5504483
The Dandy Crown,bar,41.8942118,-87.6525505
The Encompassing Center,clinic,41.8735527,-87.7018404
Unknown,atm,41.9218388,-87.6324921
J&B Liquors,alcohol,41.6708833,-87.6204689
South Deering Food Mart,supermarket,41.7026477,-87.559861
Unknown,atm,41.9685334,-87.7308837
Binny's Beverage Depot,alcohol,41.953148,-87.7501392
Park to Shop Supermarket,supermarket,41.9711396,-87.6590545
Mini Thương Xá,clinic,41.972956,-87.6575845
Mini Thương Xá,pharmacy,41.9731589,-87.6575813
Chinese Mutual Aid Association,social_facility,41.9734307,-87.6558462
Bosnian Herzogovinian American Community Center,community_centre,41.9734314,-87.6557256
Whole Foods Market,supermarket,41.9906264,-87.7487083
Smoke Station,tobacco,41.92921,-87.7071977
Bank of America,atm,41.741993,-87.586039
Metra Police Department,police,41.8753949,-87.6322279
Aldi,supermarket,41.6836668,-87.6432371
Bank of America,atm,42.0192029,-87.6916853
Smoking Amsterdam,tobacco,41.9440266,-87.6544048
Some Like It Black,bar,41.816976,-87.60634
Harry Carry’s Shortstop,bar,41.7854343,-87.7428534
Franklin Super Foods & Liquors,alcohol,41.8907288,-87.7060099
The Loop Church of the Nazarene,place_of_worship,41.873541,-87.6283026
Trader Joe's,supermarket,41.7963222,-87.5884753
Gads Hill Center,community_centre,41.8159209,-87.7008726
KIPP Ascend School,school,41.8585857,-87.7219466
Marathon,fuel,41.9386415,-87.7717224
Save-A-Lot,supermarket,41.9090986,-87.7651585
Taylor Wine And Spirits,alcohol,41.8691444,-87.6637929
Grape Park Playground,playground,41.9335013,-87.6993937
Walgreens,pharmacy,41.9396341,-87.6625783
Northwestern Medicine Primary and Specialty Care Lakeview,clinic,41.9396431,-87.6623275
Soul City Church,place_of_worship,41.879223,-87.6566067
Bank of America,atm,41.8444561,-87.7198506
Lis Food-Liquor,alcohol,41.9679787,-87.760232
A & G Laundromat,laundry,41.7116574,-87.5354691
Chicago by Night,bar,41.9387972,-87.7667318
CVS Pharmacy,pharmacy,41.8781513,-87.6246204
Saint Columba Church,place_of_worship,41.6521272,-87.5408483
Lizzie McNeill‘s Irish Pub,pub,41.8890383,-87.6183979
Moreno's Liquors,alcohol,41.8444872,-87.7182207
Cara Cara Club,bar,41.9277489,-87.7068068
Island Party Hut,bar,41.8879953,-87.6197841
Good Vibes,tobacco,41.8461667,-87.7041418
Fresenius Kidney Care,clinic,41.7969588,-87.6293718
Fresenius Kidney Care,clinic,41.7365134,-87.5966501
Mission of Our Lady of the Angels,place_of_worship,41.8975192,-87.721793
Mr. Bubbles Laundromat,laundry,41.7356067,-87.6494603
Park To Shop Supermarket,supermarket,41.8485487,-87.6412111
PNC Bank,atm,41.7807687,-87.6451142
Firehouse Community Arts Center of Chicago,arts_centre,41.8523254,-87.7196717
IMAN Beloved Community Ceramics Studio,arts_centre,41.7789648,-87.6928242
Chicago Urban Art Retreat Center,arts_centre,41.8537493,-87.7075347
Art West Chicago,arts_centre,41.8713868,-87.6961809
Unknown,atm,41.8784699,-87.6390056
Aldi,supermarket,41.9036208,-87.6347865
Homan Square Community Center,clinic,41.8692644,-87.7137789
Evan St. Liquors,alcohol,41.8576925,-87.66458
Ukrainian Cultural Center,community_centre,41.8956242,-87.6836902
Latinos Progresando Resource Center,community_centre,41.8519681,-87.701564
Chicago Lakeside VA Clinic,clinic,41.8931536,-87.6221021
WineStyles,bar,41.9940181,-87.8021097
LCHC Eye Clinic,clinic,41.8518894,-87.7216886
LCHC Belle Whaley,clinic,41.8528533,-87.7204857
LCHC at the Gallery,clinic,41.8527138,-87.7208578
Esperanza Brighton Park,clinic,41.8080608,-87.6945247
ACCESS Kedzie Family Health Center,clinic,41.8066793,-87.7055043
ACCESS Ashland Family Health Center,clinic,41.7997523,-87.6644558
ACCESS Centro Médico,clinic,41.8444822,-87.7174079
University of Illinois - Mile Square Health Center at Back of The Yards,clinic,41.8094153,-87.6617843
FFHC-Ashland,clinic,41.8066003,-87.6652162
Esperanza Little Village,clinic,41.843586,-87.7022079
ACCESS Servicios Médicos La Villita,clinic,41.8439357,-87.7078056
ACCESS Centro Médico San Rafael,clinic,41.8446265,-87.7053025
PCC Clinic at The Boulevard,clinic,41.8906224,-87.7131003
LCHC at Garfield Park FamilyPlex,clinic,41.8872539,-87.7070707
University of Illinois Mile Square Health Center - Humboldt Park,clinic,41.9029578,-87.7083434
Breakthrough Fresh Market,social_facility,41.8876003,-87.7101016
Advocate Medical Group,clinic,41.9269868,-87.7067783
Life on Marz Community Cafe,bar,41.9173034,-87.6877544
Still Life by Solemn Oath,bar,41.9173238,-87.7002945
Unknown,playground,41.6568097,-87.5987426
Puffs Smoke Shop,tobacco,41.9439554,-87.6714814
Pelly's Liquors,alcohol,41.944035,-87.6715329
AMITA Health Digestive Institute Chicago,clinic,41.9341131,-87.6384085
Wrigleyville North,bar,41.9528023,-87.6546653
Reggies On The Beach,pub,41.781506,-87.5728176
Bottles and Cans,alcohol,41.997476,-87.7635198
Nobody's Darling,bar,41.9798802,-87.6741256
Fountainhead Market,alcohol,41.9615931,-87.6786592
Lawndale Christian Health Center Immediate Care,clinic,41.8520866,-87.7227377
IMAN Food and Wellness Center,social_facility,41.779762,-87.6552282
Splash,bar,41.9429712,-87.6491832
Winnemac Liquor Store,alcohol,41.9731684,-87.6888175
Touche,bar,41.9985426,-87.6709839
Laundromat,laundry,41.9981042,-87.6854612
Dino's Bar,bar,41.9982075,-87.6709405
Rahmat Grocery and Zabiha Halal Meat,supermarket,41.997948,-87.684829
Whiskey Girl Tavern,bar,41.9970416,-87.6706498
NorthShore Immediate Care,clinic,41.9720998,-87.6680727
Spirits and Liquor,alcohol,41.9853805,-87.6633911
Unknown,atm,41.7953014,-87.5968501
Unknown,atm,41.7914033,-87.5895277
Primo Center,social_facility,41.8806543,-87.7498744
Physicians Immediate Care,clinic,41.8710904,-87.6273192
FreshMart,supermarket,41.8488253,-87.6418163
Citibank,atm,41.789367,-87.6017688
Hart's Coin Laundry,laundry,41.8245057,-87.6877109
Kush Smoke and Tobacco,tobacco,41.8218399,-87.6911079
Su Nueva Lavanderia,laundry,41.8201478,-87.6852506
Confessions,bar,41.8197219,-87.6850913
Fifth Third Bank,atm,41.9688253,-87.689929
Tiki Tiki at the Silver Palm,bar,41.8956682,-87.654809
The Clark,clinic,41.9793968,-87.6684476
Atmosphere,bar,41.9796601,-87.6681133
Jackhammer,nightclub,41.9983713,-87.6709397
Unknown,alcohol,41.968645,-87.6785047
Bank of America,atm,41.9686234,-87.6789364
Tide Laundromat,laundry,42.0186777,-87.6916955
Santa Baby Bar,bar,41.9459692,-87.6553669
Unknown,atm,41.799448,-87.5881907
Unknown,atm,41.7882615,-87.603784
One Lawndale Community Care & Surgery Center,clinic,41.8626782,-87.6930005
Smoke Square,tobacco,41.9684845,-87.6886593
L&M Fine Foods,supermarket,41.9612596,-87.6835277
Cobblestone,bar,41.9606095,-87.6830219
The Rambler Kitchen & Tap,bar,41.9567484,-87.6807835
