name,infrastructure_type,latitude,longitude
Saint Bernard Hospital,hospital,41.77873943005246,-87.63316668689092
Turner-Drew Language Academy,school,41.72559737502713,-87.630939754282
Burnside Park,park,41.72443523000814,-87.59834551521722
Unknown,playground,41.963113295055315,-87.64968845499065
Clarendon Park,park,41.963159578278706,-87.64876753172913
Unknown,playground,41.96661562844424,-87.65584795801246
Chicago Vocational High School,school,41.738505936568885,-87.57269227537793
Unknown,playground,41.98690839823068,-87.7197560066685
Unknown,playground,41.76465497678501,-87.6164463948318
Unknown,playground,41.764916,-87.6159373
Unknown,playground,41.76491245737532,-87.6163796555846
Saint Columbanus School,school,41.76478610628932,-87.6172947192414
Cook County Boot Camp,prison,41.84130307337156,-87.68896634782361
Unknown,playground,41.823435397274736,-87.60200800996171
Unknown,playground,41.829830719667065,-87.60837900522893
Unknown,playground,41.82375582081861,-87.60221439824394
New Sullivan Elementary School,school,41.74386187639185,-87.54243805675176
Calmeca Academy of Fine Arts and Dual Language,school,41.825254245701615,-87.71094370231462
Unknown,playground,41.83686367811352,-87.64801914519575
Unknown,playground,41.8375478979289,-87.64764750880535
Unknown,playground,41.84132818222448,-87.6492496510106
Unknown,playground,41.838646518754544,-87.65344866866646
Lenart Elementary Regional Gifted Center,school,41.74634547545781,-87.6275246950617
Prescott Elementary School,school,41.92910492024684,-87.66892461989977
St. Joseph Village of Chicago,social_facility,41.93830573380476,-87.72877195569451
Chicago + State Park,park,41.89693179062193,-87.6279600784788
Nobel Elementary School,school,41.90578123509354,-87.72947692099532
Laura S. Ward Elementary School,school,41.892841248192056,-87.71916323738925
Barry Elementary School,school,41.93268217991341,-87.73989002816393
O A Thorp Scholastic Academy,school,41.94894627813282,-87.7778327502728
Ruiz Elementary School,school,41.8479011411981,-87.68141189451872
Walsh Elementary School,school,41.854816844143734,-87.6474870226706
Unknown,playground,41.95163558854881,-87.70577442569882
Brands Park,park,41.94128278002775,-87.69961187518507
Unknown,park,41.941272565994744,-87.69469284265783
Unknown,playground,41.940918249999996,-87.702342
Unknown,playground,41.94132882849251,-87.70441390850482
Von Steuben Metropolitan High School,school,41.9730699441919,-87.71284492687153
Kiwanis Park,park,41.97341989069978,-87.71189211454666
Unknown,playground,41.94281953096838,-87.8139037088873
Dunning Branch Library,library,41.94306441514665,-87.81392471354027
Saint George School,school,41.7216097,-87.53624285000001
John L. Marsh Elementary School,school,41.7163763403324,-87.55306330197169
Unknown,playground,41.7156274,-87.55324665
Unknown,playground,41.71510042478191,-87.53302405393511
Sacred Heart School,school,41.72137203751849,-87.55277301182147
Unknown,playground,41.72225514217904,-87.56569974119614
Unknown,playground,41.72235503854525,-87.56547669926694
Edward A. Bouchet Math & Science Academy,school,41.76162917558183,-87.57554934498495
Sherman School of Excellence,school,41.80070367302925,-87.65062010116154
Visitation School,school,41.79464297542095,-87.6481034916294
Holmes Elementary School,school,41.79315996244234,-87.6493845640632
Dewey Elementary School,school,41.79582085264381,-87.64176395945383
Richard J. Daley Academy,school,41.802178007479384,-87.67241867686005
Richards Career Academy,school,41.802715669459694,-87.66177814457545
Bradwell Elementary School,school,41.75473128481931,-87.55777423864988
Warren Elementary School,school,41.7272479425813,-87.5748605747941
Hoyne Elementary School,school,41.73315313117868,-87.56771436707578
Amelia Earhart Elementary School,school,41.72650256668438,-87.58271048990842
Mary E. McDowell Elementary School,school,41.73284616656588,-87.58985823885018
EPIC Academy,school,41.74503161349484,-87.54973221959726
Unknown,playground,41.70442420912598,-87.63932274279675
Unknown,playground,41.69692680518993,-87.63913342547696
Unknown,playground,41.73909573166859,-87.58230676435751
Brighton Park Elementary School,school,41.82402359710188,-87.6918605863984
Burroughs Elementary School,school,41.82875676618073,-87.69296508590165
Saint Benedict the African Roman Catholic Church,place_of_worship,41.7747252801369,-87.63429972336972
Unknown,playground,41.80100865,-87.65068385
Unknown,playground,41.80176399108013,-87.64981625881259
Manierre Elementary School,school,41.907769628502415,-87.64023648295738
Unknown,playground,41.79264029543901,-87.6466924672527
Luna Park,park,41.79263532461215,-87.64667587515427
Anna R. Langford Community Academy,school,41.78445345853049,-87.65767449132402
Yates Elementary School,school,41.91478212671987,-87.69980431953053
Moos Elementary School,school,41.91301975352301,-87.696475272854
Lucy Flower Park,park,41.915081174913595,-87.69193100932495
Unknown,playground,41.681666495289136,-87.6478551903735
Unknown,playground,41.68111567163165,-87.6479156952469
Higgins Community Academy,school,41.680955817977846,-87.64758669748741
Unknown,playground,41.68153947107374,-87.64770731433292
Unknown,playground,41.68104424541982,-87.65506057138602
Unknown,playground,41.68331700033027,-87.65455624787418
Unknown,playground,41.6773575,-87.63511919999999
Unknown,playground,41.677361474608894,-87.63488730859235
"Dr. Martin Luther King, Jr Academy of Social Justice",school,41.76578239999999,-87.64136175
Memorial Park,park,41.761076513200386,-87.62930581858299
Leland Giants Park,park,41.75701683233766,-87.64099348016144
Unknown,playground,41.76155144512765,-87.62908823020467
Unknown,playground,41.7574742790933,-87.64142088467162
Unknown,playground,41.74768872456053,-87.68700711331097
Rosenwald Elementary School,school,41.74775779300318,-87.68768272733753
Saint Thomas More Roman Catholic Church,place_of_worship,41.74599217908093,-87.69303834064242
Dawes Park,park,41.74656752094666,-87.67503492622058
Unknown,playground,41.74281911234478,-87.66859743669214
Unknown,playground,41.741826662980586,-87.69587805219034
Unknown,playground,41.74209424696922,-87.6959115368341
Carroll Elementary School,school,41.74216779251531,-87.69694039457407
Saint Genevieve School,school,41.92543793356643,-87.74789464362001
Grace English Evangelical Lutheran Church,place_of_worship,41.93033901228262,-87.75603192342577
Stagg Elementary School,school,41.75890734440741,-87.65031780556014
Daniel S. Wentworth Elementary School,school,41.76590894147985,-87.65838399183093
Sir Miles Davis Academy,school,41.77124725,-87.66702654999999
Asa Philip Randolph Elementary School,school,41.76049718987813,-87.6768864909955
Byrne Elementary School,school,41.79501045,-87.79104135
Mark Twain Elementary School,school,41.799187898268514,-87.75943830113843
Eli Whitney Elementary School,school,41.83964692999417,-87.72529304773954
South Garden,park,41.87870777720938,-87.62368089036728
North Garden,park,41.880411612546474,-87.6238194585218
Limas Park,park,41.847504407157,-87.71157772532084
Lakeshore East Park,park,41.88602862473745,-87.61770608638761
William Penn Elementary School,school,41.8583513,-87.72182665
Mason Elementary School,school,41.85583719343642,-87.73104000708956
Dvorak Elementary School,school,41.85844403768502,-87.71588425443878
North Lawndale College Prep Charter - Christiana,school,41.858497755797345,-87.70849378043346
Johnson Elementary School,school,41.86192515890421,-87.70346293892352
Hornbeam Park,park,41.861873693454065,-87.72051707077539
Gregory Elementary School,school,41.87036439858409,-87.71856301120594
Boler Park,park,41.8699188789294,-87.7172729206665
Sumner Elementary School,school,41.871476201201624,-87.73281259624217
Unknown,playground,41.86007845251905,-87.72779752702387
Edward White Career Academy,school,41.67268176873144,-87.65054347564966
Unknown,playground,41.67271772985682,-87.64971809763887
Unknown,playground,41.67244254999999,-87.65044599999997
Unknown,playground,41.67289457548067,-87.64995748028898
Hefferan Elementary School,school,41.87830541502115,-87.73613451070824
Unknown,playground,41.878321335366486,-87.75270768400179
Finkl Elementary School,school,41.8494237916612,-87.68665739495219
PCC Austin Family Health Center,clinic,41.88698567435976,-87.76150525154517
Austin Community Academy High School,school,41.885020528113024,-87.76179254485004
Unknown,park,41.88193432372835,-87.75474567455781
Duke Ellington Elementary School,school,41.885227415877,-87.76590075783439
Spencer Technology Academy,school,41.88504604821774,-87.75093025162334
The Peace Corner Youth Center,community_centre,41.88080079262903,-87.75116174654363
Tilton Elementary School,school,41.88397100285884,-87.73008019433318
Chicago Police Department 19th District,police,41.947548709997605,-87.65125973564572
Trader Joe's,supermarket,41.932432293270246,-87.64627018167945
Unknown,playground,41.89248432563168,-87.77410255221596
Unknown,playground,41.8894835,-87.76620100000001
Unknown,playground,41.8884502129664,-87.76551845666299
Unknown,playground,41.88769016505529,-87.77244575041833
Unknown,playground,41.88850597502268,-87.76250011648531
Hazelnut Park,park,41.89254247538242,-87.77410069309057
Frederick Douglass Academy High School,school,41.890174233256815,-87.76712889632829
Howe Elementary School,school,41.893628188351116,-87.75993290264348
Young Elementary School,school,41.90663764398477,-87.76763329331698
Sayre Language Academy,school,41.913521549281235,-87.79950420703523
Medgar Evers Elementary School,school,41.715637952776895,-87.63872312088034
Unknown,playground,41.71637663571305,-87.63731059863913
Unknown,playground,41.715902,-87.63844009999998
Rush University Medical Center,hospital,41.873739164567176,-87.66792653651248
Unknown,park,41.874642711612786,-87.6722849241527
Lovett Elementary School,school,41.91207917562148,-87.7838110773804
Cameron Elementary School,school,41.90399712763804,-87.71849770090789
Park No. 514,park,41.907431700000004,-87.7182217
Unknown,playground,41.919262794518986,-87.74810817468253
Kujawa Park,park,41.814183667373484,-87.7278308098985
Fort Dearborn Elementary School,school,41.729533669667795,-87.6549894931309
Unknown,playground,41.72775537995197,-87.65522785518837
Owen Scholastic Academy,school,41.743376567767385,-87.7052650110788
Ashburn Community Area Academy,school,41.74199911722166,-87.71034334539752
Agudath Israel of West Rogers Park,place_of_worship,42.00454855718209,-87.70015137547554
Roseland Community Hospital,hospital,41.692470986708514,-87.62533419747018
Sauganash Elementary School,school,41.99115295609808,-87.74640997481006
Foster Park Elementary School,school,41.738452234851906,-87.66860795291204
Mahalia Jackson Elementary School,school,41.73344951886372,-87.64706291933955
Oglesby Elementary School,school,41.75487206790786,-87.64597735070404
Cook Elementary School,school,41.74584953954919,-87.66029305576853
Cuffe Elementary School,school,41.74173827712797,-87.65384031637085
Renaissance Park,park,41.75072447998345,-87.65604931313784
Clara Barton Elementary School,school,41.75481432643796,-87.67144789245336
Perspectives High School of Technology,school,41.745980567335174,-87.65118184267585
Mount Calvary Christian Academy,school,41.69197082531004,-87.6535585278318
Mildred Lavizzo Elementary School,school,41.69663489307747,-87.6268122847289
Dunne Elementary School,school,41.6969482834025,-87.63949634163889
Unknown,playground,41.7546575217192,-87.65451051369011
Ryder Elementary School,school,41.73513722611964,-87.63934704936776
Fresenius Kidney Care,clinic,41.73552127116391,-87.6329020466375
Bellevue Baptist Church,place_of_worship,41.69929159854826,-87.64169096640035
Children's Developmental Institute,school,41.69499222773358,-87.64284134786853
Allen Metropolitan Christian Methodist Episcopal Church,place_of_worship,41.694559070476174,-87.63919403874847
Unknown,playground,41.694889325152744,-87.64277419091363
Robichaux Park,park,41.7264358707519,-87.6343425431169
Kipling Elementary School,school,41.724264814228135,-87.63904437554358
Langston Hughes Elementary School,school,41.7061216906038,-87.62953031229887
Roseland Place Senior Apartments,social_facility,41.70470542136984,-87.62120569072867
Cullen Elementary School,school,41.70029470546244,-87.61174918653832
Walgreens,pharmacy,41.69193426184536,-87.70198028139144
Wendell Green Elementary School,school,41.71952890404259,-87.65210723639291
Chicago International Charter School Loomis-Longwood,school,41.720200793735714,-87.6565073723324
Unknown,playground,41.688706908766825,-87.68547585942848
Unknown,playground,41.70672051880367,-87.64624503646205
Unknown,playground,41.7065968744692,-87.64626331068155
Messiah Baptist Church,place_of_worship,41.704803496466525,-87.64317893448509
Marcus Garvey Elementary School,school,41.706537800445595,-87.64660489888153
Saint Paul Missionary Baptist Church,place_of_worship,41.76722244595108,-87.64238214631828
Niños Heroes Community Academy,school,41.74398286170797,-87.5528184394544
Advocate Trinity Hospital,hospital,41.72637591519587,-87.56700078609913
Chicago Youth Centers - Calumet Heights,social_facility,41.72737599615231,-87.56417072888419
Unknown,playground,41.727310619443585,-87.56407773814185
Bass Elementary School,school,41.77493075175059,-87.65377158842631
Mount Sinai Hospital,hospital,41.86152584368494,-87.69413071323434
Plamondon Elementary School,school,41.8604323016499,-87.692790860413
William H. Brown School of Technology,school,41.88278901793355,-87.67117924221878
Suder Montessori Magnet School,school,41.88358194815002,-87.67748853867467
Clara D. Schafer Park,park,41.732166931563206,-87.54142591045088
Unknown,playground,41.70608925605556,-87.5637637147577
Harriet Tubman Elementary School,school,41.93396798806937,-87.65570242421929
Unknown,playground,41.844645174622705,-87.61790487380904
Steelworkers Park,park,41.73755224137426,-87.53009649023417
Unknown,playground,41.93137556970117,-87.67228183337066
Hartland Park,park,41.931345400000005,-87.67250810000002
Young Women's Leadership Charter School,school,41.844466608393404,-87.6182680296573
Outpatient Pharmacy,pharmacy,41.80337590028617,-87.61440782826172
Provident Hospital of Cook County,hospital,41.80293118952131,-87.6137055883727
Walmart Supercenter,supermarket,41.69663359891812,-87.59908464796769
Shell,fuel,41.89126997960293,-87.6668656514738
Chi Che Wang Park,park,41.93327759238063,-87.67294039531409
Unknown,playground,41.92518519163414,-87.69595671565217
JCC Playground,playground,42.010727317272995,-87.70480033115484
Unknown,playground,41.834321456577115,-87.63399293539904
Acero Roberto Clemente School,school,41.917659468084516,-87.78831589278558
Unknown,playground,41.944279997602536,-87.79920414428055
Hope Manor I,social_facility,41.88963098734642,-87.70350027568658
Morton School of Excellence,school,41.889104371064164,-87.7046560042763
Snapping Turtle Playground,playground,41.891475328230385,-87.70434350063978
Park No. 432,park,41.896187816825126,-87.71077802626937
Central Playlot Park,park,41.89439905,-87.7159193
Unknown,playground,41.98985698587441,-87.65502154663697
Unknown,playground,41.95640250000001,-87.64775399999999
Unknown,playground,41.95733989910187,-87.64672666769667
Unknown,playground,41.848276526315544,-87.68138447541558
Unknown,playground,41.85494093931138,-87.6474189793563
Unknown,playground,41.854700675652175,-87.6474331995035
Klein Park,park,41.94628750195357,-87.67356686409988
Unknown,playground,41.946240066645494,-87.6735214006377
John Kelly Park,park,41.95279379353134,-87.65696570204857
Unknown,playground,41.92113792098707,-87.70468247352782
John C. Haines Elementary School,school,41.849786289219075,-87.6337392174934
James Ward Elementary School,school,41.843535315293074,-87.63511704947486
Unknown,playground,41.84251907450609,-87.64119347679197
Polk Bros Park,park,41.89084634466594,-87.61095207376046
Unknown,park,41.85178468205386,-87.63502397155611
Robert A. Black Magnet Elementary School,school,41.76580064756621,-87.56369465238149
O'Keeffe Elementary School,school,41.76892615,-87.57332159999999
Brighton Park,park,41.8295090068267,-87.69813071585116
Unknown,playground,41.79515098190195,-87.7907818844489
Saint Jane de Chantal School,school,41.797564612264594,-87.77307908839981
Unknown,park,41.984444579525,-87.76034021233845
Saint Symphorosa School,school,41.780761999999996,-87.77125675
Unknown,playground,41.7851790871385,-87.76248653658331
Unknown,playground,41.78102087623733,-87.77836068362623
Unknown,playground,41.7845472301225,-87.79667215800012
Normandy Park,park,41.79836551435173,-87.78869851666704
Unknown,playground,41.79795341715654,-87.78898119091917
Martin Park,park,41.9392158155451,-87.65267142589043
Don Nash Playground,park,41.76581671993383,-87.58035945048108
Unknown,park,41.9700819106261,-87.68936835083835
St. Gregory School,school,41.98210217217398,-87.67017165282995
Unknown,park,41.982390138518596,-87.65452019608263
South Shore International College Preparatory High School,school,41.75796097894204,-87.57676354731836
Unknown,park,41.97619385871893,-87.65249622468637
Unknown,park,41.98212080347482,-87.65825247651824
Unknown,playground,41.704642278566034,-87.62386049943863
Unknown,playground,41.71224145,-87.64031385000001
Fernwood Elementary School,school,41.71151132826499,-87.64018629578774
Unknown,playground,41.751647724572436,-87.65402065620097
Saint Leo's Veteran's Garden,park,41.75277089145665,-87.64253909012389
Harvard Elementary School,school,41.75725792054618,-87.63244002228743
Unknown,school,41.73597090291202,-87.67219207560227
Unknown,playground,41.74228475217553,-87.66089465681642
Unknown,park,41.752443103642875,-87.64444057562814
Park No. 382,park,41.746593250000004,-87.64440450000001
Unknown,playground,41.734521296661825,-87.63966674894893
Unknown,playground,41.73867968400135,-87.64587919020623
Gresham Elementary School,school,41.738787112878974,-87.64550959514374
Unknown,playground,41.733879096389735,-87.6476994430144
Marathon,fuel,41.7356474,-87.65357995
Juneway Terrace Beach Park,park,42.022415606120425,-87.66529419321911
Chicago Police Department Mounted Unit Horse Stables,police,41.76654460768943,-87.56486821170004
Unknown,playground,41.765867655550764,-87.65366372508495
Unknown,playground,41.774679807394705,-87.66374660990336
Food 4 Less,fuel,41.76717411073172,-87.66420907797539
Unknown,park,41.85647403540872,-87.62073917493952
Chicago Fire Department Engine Company 109,fire_station,41.84855633357927,-87.70474791089266
Chicago Fire Department Engine Company 16,fire_station,41.82327438673327,-87.6242843454559
Near North Montessori Playground,playground,41.90403776163412,-87.66561048166496
Unknown,playground,41.92081528343993,-87.64831368582217
Unknown,playground,41.92118887491458,-87.64828600967273
Citgo,fuel,41.931403542207754,-87.73729442122138
Unknown,playground,41.95275530000001,-87.73439809999999
Little Venice Park,park,41.80160201655987,-87.68146336294228
Humboldt Park Health Wellness Center,clinic,41.90258780583486,-87.70100671253027
Grace Apostolic Church,place_of_worship,41.744928887564214,-87.5523879553221
Unknown,playground,41.83647526258466,-87.7299670136338
Piazza Italia di Chicago,park,41.869579501169675,-87.66287239796962
BP,fuel,41.876650600000005,-87.66716550000002
Howard Beach Park,park,42.01886105756947,-87.66399918318592
Slide Crater,playground,41.881735080030765,-87.61808299217549
McCrory Senior Apartments,social_facility,41.88303663353547,-87.66879786376978
Exxon,fuel,41.9247455,-87.67817900000001
Unknown,playground,41.84128226248454,-87.70170101574287
Unknown,playground,41.76771515000001,-87.64901355
Mile Square Health Center,clinic,41.86638207918508,-87.67204968961269
Edgewater Branch Library,library,41.99115167916604,-87.6606957638788
Healy School Park,playground,41.839087252661024,-87.64108582752615
Unknown,playground,41.838336094829494,-87.64299342470062
Healy Elementary School,school,41.83919474402524,-87.64083917111607
Mark Sheridan Magnet School,school,41.84404636954211,-87.64091919033625
The Courtyard,playground,41.92284872106916,-87.63804122288788
Marathon,fuel,41.895319616161075,-87.74548653171647
Marathon,fuel,41.894713949999996,-87.75970145
New Progressive Missionary Baptist Church,place_of_worship,41.722870359363256,-87.62593801161661
National Shrine of Saint Francis Xavier Cabrini,place_of_worship,41.92890634245669,-87.63985692601943
North & Pulaski Apartments,social_facility,41.90961925687164,-87.72599428314464
Unknown,playground,41.8964419297998,-87.66061858885499
Mariano's Fresh Market,supermarket,41.97953552890932,-87.75744884299993
Livingston Field Park,park,41.87181909646751,-87.68104370052822
Patterson Park,park,41.87030711989664,-87.68093102911537
Walmart Neighborhood Market,supermarket,41.75630779129166,-87.66297642384231
Breakthrough Urban Ministries FamilyPlex,social_facility,41.887216327144024,-87.70727236619227
Willye B. White Park Fieldhouse,community_centre,42.01965499804773,-87.671483210274
Jesse White Community Center & Fieldhouse,community_centre,41.896905281028815,-87.63929593961527
Mariano's Fresh Market,supermarket,41.92094300627103,-87.66912246536418
Margaret Donahue Park,park,41.94191365007971,-87.66024056528235
Mitchell's Tap,bar,41.83315443775485,-87.64639141539108
Unknown,playground,41.91398947847717,-87.70478133073227
Unknown,playground,41.91602949250041,-87.64878680829312
Unknown,playground,41.78535878117357,-87.62350703441328
Unknown,playground,41.78390395,-87.6246613
Unknown,playground,41.789409981138306,-87.62265738293937
Carter School of Excellence,school,41.7897571351948,-87.62321692653043
Unknown,playground,41.788996448904435,-87.58692011907138
University of Chicago Laboratory School Early Childhood Campus,school,41.78945710263859,-87.58736170238375
Unknown,playground,41.79412090000001,-87.586427
New Life Covenant Church,place_of_worship,41.90327589675127,-87.71219135203772
Park Number 574,park,41.87822703485462,-87.69060290993612
Park No. 536,park,41.90732213333334,-87.66247010000001
Morgan Park Sports Center Park,park,41.684057670621144,-87.68043624658264
Jesse White Park,park,41.89696373170543,-87.63935740750935
Soldier Field Children's Garden,playground,41.864639739238235,-87.61494518348053
North-Grand High School,school,41.91248641071336,-87.7352422523362
Unknown,playground,41.929135823581994,-87.73774265834689
Unknown,playground,41.94410403076508,-87.7389714998553
Unknown,playground,41.93319871523388,-87.67288699166566
Unknown,playground,41.87827226885609,-87.6905342641287
Unknown,playground,41.935107003435164,-87.73357703791274
Unknown,playground,41.91634446327203,-87.68379291068719
North Shore Beach Park,park,42.003891827326484,-87.65718018682405
Helen Doria Beach Park,park,42.00498354318928,-87.65734400909317
Tobey Prinz Beach Park,park,42.006028822594494,-87.65767544585073
Unknown,playground,41.937110780964225,-87.70206064895359
Unknown,playground,41.86439517838228,-87.65707490352891
Unknown,playground,41.86458336905467,-87.65679538456358
Unknown,playground,41.862070964820006,-87.62626608126392
Unknown,playground,41.79187783695846,-87.61489837507818
Unknown,playground,41.81861106765376,-87.64350135849389
Unknown,playground,41.858987636442194,-87.64235763243776
Unknown,playground,41.91833968045427,-87.71711537548124
Unknown,playground,41.92315509887413,-87.6932892541286
Wood Park,park,41.93471844827299,-87.68333059618936
Unknown,playground,41.91511471874506,-87.69191338635129
Humboldt Playground -S,playground,41.89883015587276,-87.70339509381454
Honoré Park,park,41.89839393440134,-87.67379641193365
Lorca Elementary School,school,41.94005323720829,-87.72422826594027
Garfield Playground -E,playground,41.88133755004458,-87.71189203706679
Garfield Playground -NE,playground,41.88398348619756,-87.71148423351946
Homan Square Park,park,41.86937386265536,-87.71393350532391
Park No. 500,park,41.871192147583244,-87.72291038689454
Unknown,playground,41.871423078973685,-87.722588177721
Unknown,playground,41.86378690534317,-87.71257001130066
Unknown,playground,41.79452086805129,-87.65914406472733
Unknown,playground,41.796089991299226,-87.65527121082941
Unknown,playground,41.79916442082924,-87.65865800661359
Unknown,playground,41.84177201214585,-87.62121410973684
Unknown,playground,41.838685976464774,-87.62126522644698
Unknown,playground,41.92237696670884,-87.73984584492871
Unknown,playground,41.90663145321731,-87.73045874267518
Unknown,playground,41.941960909011996,-87.66037328985966
Unknown,playground,41.91361343461051,-87.69689166018789
Unknown,playground,41.91422877859605,-87.69998723729674
Park No. 552,park,41.9385343253186,-87.74960809012538
Lucy Parsons Park,park,41.93914673266819,-87.74458994878864
Unknown,playground,41.911591752665146,-87.715282650471
Unknown,playground,41.914211161162,-87.71817851826985
Unknown,playground,41.91104818650283,-87.6911730566078
Unknown,playground,41.9737728346826,-87.70574891651164
Unknown,playground,41.898574120521076,-87.63962222456553
Cradle Nest,playground,41.88185159569188,-87.61913262747889
Harbor,playground,41.88183752114242,-87.61886951345501
The Sea,playground,41.8822299928506,-87.61869766723821
Lagoon,playground,41.882213110746235,-87.61864340146612
Enchanted Forest,playground,41.882300339210055,-87.61810100148219
Swings,playground,41.881932334403274,-87.61860637873613
Park No. 422,park,41.874895567279346,-87.7073984760168
Unknown,playground,41.91342419355465,-87.71319172478043
Unknown,playground,41.87542336300063,-87.71754997833393
Snapping Turtle Park,park,41.89147303317269,-87.70431944753047
Unknown,playground,41.76263065224139,-87.63685902612931
Unknown,playground,41.6703791527254,-87.63130145168068
Unknown,playground,41.67841822664374,-87.6547155680867
Ray & Joan Kroc Community Center,social_facility,41.67855989243383,-87.65394733697013
Unknown,playground,41.92240179978762,-87.68506620438194
Unknown,playground,41.9151367670473,-87.71940006554303
Unknown,playground,41.71872795451039,-87.66880455516886
Unknown,playground,41.91691190138388,-87.65510151722111
Unknown,playground,41.919080634924725,-87.77645244210743
Unknown,playground,41.93520761982159,-87.69490858544977
Unknown,playground,41.91338960389499,-87.77951342845282
Unknown,playground,41.912329989034895,-87.76920983292729
Unknown,playground,41.90458508435235,-87.75131264914482
Unknown,playground,41.9055787225599,-87.75482754739998
Unknown,playground,41.92903993886431,-87.7192370161229
Unknown,playground,41.92837124658485,-87.65506902892616
Guadalupe Reyes Park,park,41.8565021764121,-87.64766473196343
Louis Anderson Park,park,41.82603328815081,-87.62013773839881
Unknown,playground,41.82596097366058,-87.6206918650805
Unknown,playground,41.828428012740176,-87.64795093819146
Pullman Park,park,41.692241607026766,-87.60959847711842
Unknown,playground,41.72475543920368,-87.63426038528259
Unknown,playground,41.72468092049884,-87.59768022597974
Unknown,playground,41.9231993,-87.75189420000001
Unknown,playground,41.76353995739103,-87.59901816279904
Collins Academy High School,school,41.86430434542125,-87.7011081631674
Unknown,playground,41.869951669706985,-87.71768034111273
Unknown,playground,41.86957208726563,-87.71437559169749
Unknown,bar,41.83464190351853,-87.6044428262235
Unknown,playground,41.87493306366324,-87.7657079713027
North Playground,playground,41.87752311528299,-87.76905052295035
Unknown,playground,41.89838925731568,-87.67385045487728
Unknown,playground,41.916267211591794,-87.64156740638497
Park No. 535,park,41.91603045,-87.64878594999998
Unknown,playground,41.93369473499817,-87.66193127293947
Unknown,playground,41.945515249364355,-87.66355931570997
Unknown,playground,41.92844514688381,-87.75841365862296
Unknown,playground,41.94282286075415,-87.76238881015846
Unknown,playground,41.977487470122625,-87.7544838455642
Unknown,playground,41.898574065072346,-87.73764179218209
Unknown,playground,41.99997994752374,-87.76116451191282
Unknown,playground,41.98831341618516,-87.73745757822533
Unknown,playground,41.90198898110393,-87.76218683980724
Unknown,playground,41.940023041718945,-87.72394854426962
Daniel Hale Williams Park,park,41.842701888953385,-87.62861993127432
Unknown,playground,41.84385703268291,-87.62948911467807
Unknown,playground,41.8432163346384,-87.62770750240846
Unknown,playground,41.84357785329207,-87.627524301361
Unknown,playground,41.84192996593456,-87.62742017896652
Unknown,playground,41.84059972727927,-87.62811281982103
Unknown,playground,41.8403892423559,-87.62769496942809
Unknown,playground,41.895292223601516,-87.7075266270268
Unknown,playground,41.90121693442302,-87.71501087315517
Unknown,playground,41.790581174922075,-87.63322633423445
Unknown,playground,41.86076715801543,-87.73266193116478
Ninebark Park,park,41.86105942387355,-87.72345692211569
Crawford Park,park,41.86008152447151,-87.72779387518715
Keeler Park,park,41.86482470476049,-87.72966534209253
Millard Park,park,41.86356242289603,-87.7162117458385
Ginkgo Park,park,41.860984027061825,-87.71195573512993
Christiana Park,park,41.85983224734397,-87.70877827451973
London Park,park,41.85738612468333,-87.71175631058033
Park No. 519,park,41.85394717547455,-87.71273259650962
Homan Park,park,41.8522537050992,-87.710449075375
Unknown,playground,41.850066712927635,-87.71648139783751
Miami Park,park,41.84093490132419,-87.71138553958983
Baraga Park,park,41.847202976491744,-87.6809995900439
Barrett Park,park,41.852437625375366,-87.67665647950811
Unknown,playground,41.85237769211954,-87.67656060128495
Starr Park,park,41.88362513737792,-87.68466567844746
Saint Louis Park,park,41.88774092071138,-87.713382350828
Unknown,playground,41.81260558697572,-87.66703439084286
Unknown,playground,41.80878228652225,-87.62759956952051
Dobson Park,park,41.75782008333563,-87.59898036666914
Unknown,playground,41.778081683981625,-87.60075877097843
Unknown,playground,41.78209179643908,-87.60466477904423
Unknown,playground,41.74184265144721,-87.66086811627842
Unknown,playground,41.739781424220325,-87.61589256393358
Unknown,playground,41.729581525914796,-87.61140841890445
DuSable High School Campus,school,41.80561800371116,-87.62516492973974
Unknown,playground,41.90240179734372,-87.72479267601481
Unknown,playground,41.90184041105594,-87.72587800897148
Unknown,playground,41.892126457378595,-87.72439595931996
Chicago Joint Public Safety Training Campus,school,41.893750153571254,-87.73571397754084
Unknown,playground,41.797278723603675,-87.6776503592571
Unknown,playground,41.819097262263476,-87.69324742243627
Unknown,playground,41.78702076244457,-87.66873886660163
Unknown,playground,41.78999230891488,-87.65428981077294
Back of the Yards College Preparatory High School,school,41.807351203846856,-87.67803704894006
Unknown,playground,41.831293800116356,-87.67876362968451
Peanut Park,park,41.883764081936775,-87.61625638543659
Goose Island Overlook,park,41.902144676834226,-87.65686873079282
Unknown,school,41.97425347093678,-87.68326672287039
Amundsen High School,school,41.97482262541225,-87.68006514716772
Unknown,park,41.89415827976408,-87.64065674360079
DaVita Dialysis,clinic,41.93311393611164,-87.71279874007483
Unknown,playground,41.93349271233769,-87.6993630051533
Unknown,playground,41.95474818996664,-87.68386255263871
Fargo Beach Park,park,42.01713349566401,-87.66326807381536
Unknown,playground,42.010180345977695,-87.68581744011901
Unknown,playground,41.79880500939035,-87.68938609710027
Unknown,playground,41.79757796478233,-87.69002357002329
Unknown,playground,41.78262501492647,-87.67449883923655
Unknown,playground,41.77428926516874,-87.65487353292096
Unknown,playground,41.7726765119308,-87.65846319362065
Unknown,playground,41.7773820821672,-87.65731570525759
