hex_id,hex_q,hex_r,count,centroid_lat,centroid_lon,gi_z,gi_p,hotspot_tier,zone_id
-14667_6823,-14667,6823,10,41.70740230832825,-87.56372188584191,-0.9253574702058864,0.3547799937034104,Not Significant,0
-14679_6831,-14679,6831,10,41.74762807223493,-87.62595899437436,0.3856529434153639,0.6997537174751789,Not Significant,0
-14696_6844,-14696,6844,10,41.8129412144225,-87.70764519932315,-0.21558238231841123,0.8293132897642481,Not Significant,0
-14679_6838,-14679,6838,10,41.78280495333726,-87.59873025939142,0.8017683141857687,0.4226869906714137,Not Significant,0
-14686_6844,-14686,6844,10,41.8129412144225,-87.62984881365766,0.3856529434153639,0.6997537174751789,Not Significant,0
-14708_6880,-14708,6880,10,41.99346110759678,-87.66096736792385,-1.0127581644473032,0.3111756879662293,Not Significant,0
-14712_6875,-14712,6875,10,41.96841942284933,-87.71153501860644,0.036050166449697135,0.9712423578850731,Not Significant,0
-14712_6876,-14712,6876,10,41.97342854763757,-87.70764519932315,-0.49113135833918536,0.6233335437189678,Not Significant,0
-14676_6818,-14676,6818,10,41.68224841664468,-87.6531877293573,-0.3718197400102474,0.7100270653397973,Not Significant,0
-14711_6885,-14711,6885,10,42.01849294381506,-87.66485718720713,0.025522971699766125,0.9796378256872849,Not Significant,0
-14711_6883,-14711,6883,10,42.00848139120921,-87.67263682577367,-0.7214225169759142,0.4706495969391722,Not Significant,0
-14708_6860,-14708,6860,10,41.893235286577195,-87.73876375358938,0.32738581392108607,0.7433760946706038,Not Significant,0
-14712_6865,-14712,6865,10,41.918306511417136,-87.75043321143923,-0.8379567759644697,0.40205497982076244,Not Significant,0
-14709_6869,-14709,6869,9,41.93835640237656,-87.71153501860644,-0.42498472877247345,0.6708478072530117,Not Significant,0
-14669_6826,-14669,6826,9,41.72248992131589,-87.5676117051252,-0.4009533047573863,0.6884545033872311,Not Significant,0
-14664_6825,-14664,6825,9,41.71746111050715,-87.53260333157573,-1.145560176388524,0.2519771829516173,Not Significant,0
-14694_6843,-14694,6843,9,41.807919488376285,-87.69597574147332,0.06518373119683603,0.9480277142030751,Not Significant,0
-14714_6862,-14714,6862,9,41.90326495794641,-87.77766194642213,0.5421773017387176,0.5876963703185927,Not Significant,0
-14693_6859,-14693,6859,9,41.88821986019843,-87.62595899437436,-0.9253574702058864,0.3547799937034104,Not Significant,0
-14694_6839,-14694,6839,9,41.78782864762697,-87.71153501860644,-0.5757546932402197,0.5647810012501586,Not Significant,0
-14669_6827,-14669,6827,9,41.72751833859355,-87.56372188584191,-1.071025293941581,0.2841580566743165,Not Significant,0
-14714_6867,-14714,6867,9,41.92833224458851,-87.75821285000578,-0.9544910349530253,0.3398351451488444,Not Significant,0
-14701_6843,-14701,6843,9,41.807919488376285,-87.75043321143923,-0.42224411433399184,0.6728468450121741,Not Significant,0
-14668_6825,-14668,6825,9,41.71746111050715,-87.56372188584191,-0.9253574702058864,0.3547799937034104,Not Significant,0
-14663_6822,-14663,6822,9,41.702372316973985,-87.53649315085902,-1.2458266824244142,0.21282803149397056,Not Significant,0
-14701_6860,-14701,6860,9,41.893235286577195,-87.68430628362349,-1.368640915663429,0.17111154766345238,Not Significant,0
-14697_6853,-14697,6853,9,41.85811903268165,-87.68041646434024,-0.5174875637459418,0.604815848091746,Not Significant,0
-14692_6840,-14692,6840,9,41.79285194828349,-87.69208592219006,0.9974578031052806,0.31854234611014176,Not Significant,0
-14703_6861,-14703,6861,9,41.89825031916235,-87.69597574147332,-0.2844190457688307,0.7760892650173863,Not Significant,0
-14677_6827,-14677,6827,9,41.72751833859355,-87.62595899437436,-0.4009533047573863,0.6884545033872311,Not Significant,0
-14682_6836,-14682,6836,9,41.7727563838894,-87.62984881365766,1.9297318750137253,0.053640068337077684,Hotspot 90%,0
-14682_6831,-14682,6831,9,41.74762807223493,-87.64929791007401,1.696663357036614,0.08976032411443113,Hotspot 90%,0
-14681_6843,-14681,6843,9,41.807919488376285,-87.59484044010813,-1.333227376665831,0.18245719782876657,Not Significant,0
-14681_6841,-14681,6841,9,41.797874855299035,-87.6026200786747,-0.835567578365153,0.4033982145506734,Not Significant,0
-14711_6872,-14711,6872,9,41.95338968508535,-87.71542483788971,-1.3057305032040318,0.1916442209672753,Not Significant,0
-14680_6826,-14680,6826,9,41.72248992131589,-87.6531877293573,-0.2552854810216918,0.7985026129914987,Not Significant,0
-14712_6864,-14712,6864,9,41.91329305408127,-87.75432303072246,0.5313207671510584,0.5951965168138877,Not Significant,0
-14698_6850,-14698,6850,9,41.84306330332091,-87.69986556075662,0.32738581392108607,0.7433760946706038,Not Significant,0
-14678_6827,-14678,6827,9,41.72751833859355,-87.6337386329409,0.21085155493253052,0.8330031077467124,Not Significant,0
-14685_6847,-14685,6847,9,41.828004030498995,-87.61039971724124,-0.5174875637459418,0.604815848091746,Not Significant,0
-14698_6860,-14698,6860,9,41.893235286577195,-87.66096736792385,-0.9282680284476497,0.3532685541249778,Not Significant,0
-14686_6833,-14686,6833,9,41.757680577663535,-87.67263682577367,0.6187214613924751,0.5360998692269061,Not Significant,0
-14688_6830,-14688,6830,9,41.74260122916078,-87.69986556075662,-1.2458266824244142,0.21282803149397056,Not Significant,0
-14677_6818,-14677,6818,9,41.68224841664468,-87.66096736792385,-0.8379567759644697,0.40205497982076244,Not Significant,0
-14699_6862,-14699,6862,9,41.90326495794641,-87.66096736792385,-0.7709919972991571,0.4407116750700546,Not Significant,0
-14686_6841,-14686,6841,9,41.797874855299035,-87.64151827150748,1.556693263698533,0.11954332877061913,Not Significant,0
-14675_6832,-14675,6832,9,41.75265452173847,-87.59095062082486,2.308468216726531,0.02097310862748314,Hotspot 95%,1
-14675_6826,-14675,6826,9,41.72248992131589,-87.61428953652451,-0.6137159661506645,0.5394030358974855,Not Significant,0
-14693_6838,-14693,6838,9,41.78280495333726,-87.70764519932315,0.47305363765678055,0.6361749123726144,Not Significant,0
-14699_6861,-14699,6861,9,41.89825031916235,-87.66485718720713,-0.750556081723053,0.452919860556829,Not Significant,0
-14693_6842,-14693,6842,9,41.80289736866589,-87.69208592219006,0.006916601702558241,0.9944813942894528,Not Significant,0
-14693_6840,-14693,6840,9,41.79285194828349,-87.69986556075662,0.4439200729096417,0.6571003714550909,Not Significant,0
-14693_6858,-14693,6858,8,41.88320404003357,-87.62984881365766,-0.7214225169759142,0.4706495969391722,Not Significant,0
-14693_6844,-14693,6844,8,41.8129412144225,-87.68430628362349,0.12885383770755643,0.8974733042391327,Not Significant,0
-14695_6845,-14695,6845,8,41.817962546796814,-87.69597574147332,0.7935228498753084,0.4274732618478341,Not Significant,0
-14695_6848,-14695,6848,8,41.833024181811474,-87.68430628362349,-1.1484544720555392,0.2507809975696973,Not Significant,0
-14708_6859,-14708,6859,8,41.88821986019843,-87.74265357287265,3.794280018830615,0.00014807249309534143,Hotspot 99%,2
-14709_6862,-14709,6862,8,41.90326495794641,-87.73876375358938,1.1139920620938362,0.2652825920599171,Not Significant,0
-14692_6849,-14692,6849,8,41.83804393942133,-87.65707754864057,-1.4788952004015254,0.13916832632424825,Not Significant,0
-14706_6864,-14706,6864,8,41.91329305408127,-87.70764519932315,-0.13875122203313622,0.889646740204872,Not Significant,0
-14692_6836,-14692,6836,8,41.7727563838894,-87.70764519932315,-0.8379567759644697,0.40205497982076244,Not Significant,0
-14693_6848,-14693,6848,8,41.833024181811474,-87.66874700649038,-1.62456302413722,0.10425570119636718,Not Significant,0
-14694_6861,-14694,6861,8,41.89825031916235,-87.62595899437436,-0.645171172380363,0.5188162653945265,Not Significant,0
-14681_6826,-14681,6826,8,41.72248992131589,-87.66096736792385,-0.5466211284930808,0.5846390503573602,Not Significant,0
-14700_6843,-14700,6843,8,41.807919488376285,-87.74265357287265,-0.7709919972991571,0.4407116750700546,Not Significant,0
-14700_6854,-14700,6854,8,41.863136821663865,-87.69986556075662,2.017132569255142,0.04368168060986499,Hotspot 95%,2
-14713_6876,-14713,6876,8,41.97342854763757,-87.71542483788971,-0.21558238231841123,0.8293132897642481,Not Significant,0
-14710_6882,-14710,6882,8,42.00347502395832,-87.66874700649038,-0.70808158483976,0.47889459471475093,Not Significant,0
-14671_6819,-14671,6819,8,41.68727998194784,-87.61039971724124,0.6110645457439111,0.5411568502578057,Not Significant,0
-14711_6857,-14711,6857,8,41.87818782609015,-87.77377212713887,0.4388464357309273,0.6607728109281163,Not Significant,0
-14672_6814,-14672,6814,8,41.66211822084091,-87.63762845222419,-1.2166931176772753,0.2237209985930919,Not Significant,0
-14672_6815,-14672,6815,8,41.66715135996442,-87.6337386329409,-0.2552854810216918,0.7985026129914987,Not Significant,0
-14672_6831,-14672,6831,8,41.74762807223493,-87.57150152440849,0.8809235441167251,0.37835920321979977,Not Significant,0
-14699_6860,-14699,6860,8,41.893235286577195,-87.66874700649038,-1.1292924234358588,0.25877449600009883,Not Significant,0
-14705_6854,-14705,6854,8,41.863136821663865,-87.73876375358938,0.6455081677465079,0.5185979269886629,Not Significant,0
-14673_6835,-14673,6835,8,41.767731508746834,-87.56372188584191,2.2299147798659593,0.02575310099554895,Hotspot 95%,1
-14679_6826,-14679,6826,8,41.72248992131589,-87.64540809079072,-0.10961765728599734,0.9127126065594615,Not Significant,0
-14674_6833,-14674,6833,8,41.757680577663535,-87.57928116297502,2.7163381231864756,0.0066008466003801836,Hotspot 99%,1
-14712_6868,-14712,6868,8,41.93334452040915,-87.73876375358938,-1.1584259881829977,0.24669023878241525,Not Significant,0
-14678_6836,-14678,6836,8,41.7727563838894,-87.59873025939142,1.4053277095652252,0.15992385221837657,Not Significant,0
-14698_6858,-14698,6858,8,41.88320404003357,-87.66874700649038,-0.9544910349530253,0.3398351451488444,Not Significant,0
-14678_6820,-14678,6820,8,41.69231115377578,-87.66096736792385,-0.6922889522287753,0.48875588662930536,Not Significant,0
-14675_6816,-14675,6816,8,41.67218410564493,-87.6531877293573,-0.9388984443729433,0.3477828879951028,Not Significant,0
-14677_6837,-14677,6837,8,41.77778086542214,-87.5870608015416,0.4872162518887835,0.6261050894083562,Not Significant,0
-14699_6854,-14699,6854,8,41.863136821663865,-87.69208592219006,-0.2844190457688307,0.7760892650173863,Not Significant,0
-14710_6872,-14710,6872,8,41.95338968508535,-87.70764519932315,-1.2458266824244142,0.21282803149397056,Not Significant,0
-14676_6826,-14676,6826,8,41.72248992131589,-87.62206917509108,-0.4009533047573863,0.6884545033872311,Not Significant,0
-14666_6812,-14666,6812,8,41.652050762297264,-87.59873025939142,0.8850780814650278,0.37611452013765945,Not Significant,0
-14696_6853,-14696,6853,8,41.85811903268165,-87.67263682577367,0.1525844254382527,0.878726007866496,Not Significant,0
-14668_6824,-14668,6824,8,41.7124319061753,-87.5676117051252,-0.8962239054587475,0.37013319056883986,Not Significant,0
-14701_6863,-14701,6863,8,41.908279202921875,-87.67263682577367,-1.0855440595961423,0.27768076060533975,Not Significant,0
-14667_6827,-14667,6827,8,41.72751833859355,-87.5481626087088,-0.11225151631062094,0.9106239831335716,Not Significant,0
-14710_6869,-14710,6869,8,41.93835640237656,-87.71931465717297,-0.5466211284930808,0.5846390503573602,Not Significant,0
-14702_6871,-14702,6871,8,41.94837898472202,-87.64929791007401,-1.4000961218931274,0.16148453622935222,Not Significant,0
-14690_6839,-14690,6839,8,41.78782864762697,-87.68041646434024,1.696663357036614,0.08976032411443113,Hotspot 90%,0
-14688_6849,-14688,6849,8,41.83804393942133,-87.62595899437436,-0.6048882579873586,0.5452532455794761,Not Significant,0
-14710_6865,-14710,6865,8,41.918306511417136,-87.7348739343061,-0.8088232112173308,0.4186168430240276,Not Significant,0
-14663_6821,-14663,6821,8,41.6973419321205,-87.54038297014226,-1.4000961218931274,0.16148453622935222,Not Significant,0
-14700_6863,-14700,6863,8,41.908279202921875,-87.66485718720713,-1.1001588586887199,0.27126291251785695,Not Significant,0
-14664_6823,-14664,6823,7,41.70740230832825,-87.54038297014226,-0.8700112003677498,0.3842942833609917,Not Significant,0
-14716_6869,-14716,6869,7,41.93835640237656,-87.76599248857232,-1.5662958946429422,0.11727936166587694,Not Significant,0
-14674_6836,-14674,6836,7,41.7727563838894,-87.5676117051252,1.7132604498270076,0.08666463500330113,Hotspot 90%,0
-14713_6881,-14713,6881,7,41.99846826275177,-87.69597574147332,-1.2458266824244142,0.21282803149397056,Not Significant,0
-14694_6847,-14694,6847,7,41.828004030498995,-87.68041646434024,-1.274960247171553,0.2023233128018096,Not Significant,0
-14712_6881,-14712,6881,7,41.99846826275177,-87.68819610290679,-1.3623609414129698,0.17308400383827216,Not Significant,0
-14676_6822,-14676,6822,7,41.702372316973985,-87.63762845222419,0.7935228498753084,0.4274732618478341,Not Significant,0
-14707_6863,-14707,6863,7,41.908279202921875,-87.71931465717297,1.725796921783753,0.08438395382012498,Hotspot 90%,0
-14712_6886,-14712,6886,7,42.02349812915566,-87.66874700649038,0.11520415578518518,0.9082833047709633,Not Significant,0
-14674_6830,-14674,6830,7,41.74260122916078,-87.59095062082486,-0.022216963044580654,0.9822748863774504,Not Significant,0
-14674_6824,-14674,6824,7,41.7124319061753,-87.61428953652451,-0.42498472877247345,0.6708478072530117,Not Significant,0
-14668_6827,-14668,6827,7,41.72751833859355,-87.55594224727537,-0.7214225169759142,0.4706495969391722,Not Significant,0
-14715_6864,-14715,6864,7,41.91329305408127,-87.77766194642213,-0.5757546932402197,0.5647810012501586,Not Significant,0
-14673_6823,-14673,6823,7,41.70740230832825,-87.61039971724124,-0.6048882579873586,0.5452532455794761,Not Significant,0
-14693_6841,-14693,6841,7,41.797874855299035,-87.69597574147332,-0.13875122203313622,0.889646740204872,Not Significant,0
-14672_6828,-14672,6828,7,41.73254636233219,-87.58317098225831,-0.750556081723053,0.452919860556829,Not Significant,0
-14672_6821,-14672,6821,7,41.6973419321205,-87.61039971724124,-0.16788478678027513,0.8666739186439942,Not Significant,0
-14667_6822,-14667,6822,7,41.702372316973985,-87.5676117051252,-0.7666803343599595,0.44327159880790523,Not Significant,0
-14714_6881,-14714,6881,7,41.99846826275177,-87.7037553800399,-1.2742752969743334,0.20256586806114196,Not Significant,0
-14677_6819,-14677,6819,7,41.68727998194784,-87.65707754864057,0.09431729594397492,0.9248571109837065,Not Significant,0
-14714_6876,-14714,6876,7,41.97342854763757,-87.72320447645627,-0.8011239563625563,0.4230598886570196,Not Significant,0
-14713_6880,-14713,6880,7,41.99346110759678,-87.69986556075662,-1.333227376665831,0.18245719782876657,Not Significant,0
-14698_6863,-14698,6863,7,41.908279202921875,-87.64929791007401,0.23068524463716156,0.8175593374571473,Not Significant,0
-14702_6851,-14702,6851,7,41.84808227350258,-87.72709429573955,2.570670299450781,0.010150190794128822,Hotspot 95%,2
-14708_6869,-14708,6869,7,41.93835640237656,-87.7037553800399,-0.8968128222179511,0.3698188047656765,Not Significant,0
-14680_6842,-14680,6842,7,41.80289736866589,-87.59095062082486,-1.274960247171553,0.2023233128018096,Not Significant,0
-14697_6840,-14697,6840,7,41.79285194828349,-87.73098411502284,-1.494461740582223,0.13505497468857608,Not Significant,0
-14686_6849,-14686,6849,7,41.83804393942133,-87.61039971724124,-1.55737215304162,0.11938215366425897,Not Significant,0
-14691_6836,-14691,6836,7,41.7727563838894,-87.69986556075662,0.09431729594397492,0.9248571109837065,Not Significant,0
-14697_6846,-14697,6846,7,41.822983485491555,-87.70764519932315,0.059966593702362896,0.952182241152854,Not Significant,0
-14685_6833,-14685,6833,7,41.757680577663535,-87.66485718720713,2.104533263496559,0.03533195616869822,Hotspot 95%,1
-14688_6850,-14688,6850,7,41.84306330332091,-87.62206917509108,-0.4009533047573863,0.6884545033872311,Not Significant,0
-14689_6838,-14689,6838,7,41.78280495333726,-87.67652664505695,2.046266134002281,0.04073019374810083,Hotspot 95%,1
-14711_6864,-14711,6864,7,41.91329305408127,-87.74654339215594,-0.750556081723053,0.452919860556829,Not Significant,0
-14711_6867,-14711,6867,7,41.92833224458851,-87.7348739343061,-1.1584259881829977,0.24669023878241525,Not Significant,0
-14711_6869,-14711,6869,7,41.93835640237656,-87.72709429573955,-1.1584259881829977,0.24669023878241525,Not Significant,0
-14711_6870,-14711,6870,7,41.9433678904833,-87.72320447645627,-1.1169992658258407,0.2639946390995602,Not Significant,0
-14708_6864,-14708,6864,7,41.91329305408127,-87.72320447645627,0.12345086069111383,0.9017500840414285,Not Significant,0
-14711_6878,-14711,6878,7,41.98344561547049,-87.69208592219006,-1.421109152409298,0.1552850296622883,Not Significant,0
-14680_6832,-14680,6832,7,41.75265452173847,-87.62984881365766,1.8131976160251697,0.06980134741089516,Hotspot 90%,0
-14680_6825,-14680,6825,7,41.71746111050715,-87.65707754864057,-0.9836245997001642,0.32530012525684016,Not Significant,0
-14679_6842,-14679,6842,7,41.80289736866589,-87.58317098225831,-1.2144474203937174,0.2245769165734388,Not Significant,0
-14698_6842,-14698,6842,7,41.80289736866589,-87.73098411502284,-1.3371857094337303,0.18116202541997106,Not Significant,0
-14690_6832,-14690,6832,7,41.75265452173847,-87.70764519932315,-1.2742752969743334,0.20256586806114196,Not Significant,0
-14678_6838,-14678,6838,7,41.78280495333726,-87.59095062082486,-0.8024472035288556,0.4222943172192455,Not Significant,0
-14678_6818,-14678,6818,7,41.68224841664468,-87.66874700649038,-1.1292924234358588,0.25877449600009883,Not Significant,0
-14709_6867,-14709,6867,7,41.92833224458851,-87.71931465717297,-0.10961765728599734,0.9127126065594615,Not Significant,0
-14677_6830,-14677,6830,7,41.74260122916078,-87.61428953652451,0.12345086069111383,0.9017500840414285,Not Significant,0
-14690_6853,-14690,6853,7,41.85811903268165,-87.62595899437436,-0.7395367910694586,0.4595811077473808,Not Significant,0
-14696_6858,-14696,6858,6,41.88320404003357,-87.6531877293573,-1.2488910423963142,0.21170492833880195,Not Significant,0
-14705_6866,-14705,6866,6,41.92331957492203,-87.69208592219006,-1.3623609414129698,0.17308400383827216,Not Significant,0
-14701_6851,-14701,6851,6,41.84808227350258,-87.71931465717297,2.570670299450781,0.010150190794128822,Hotspot 95%,2
-14695_6862,-14695,6862,6,41.90326495794641,-87.62984881365766,-0.8968128222179511,0.3698188047656765,Not Significant,0
-14696_6854,-14696,6854,6,41.863136821663865,-87.66874700649038,0.7061221556338917,0.4801121746745951,Not Significant,0
-14705_6865,-14705,6865,6,41.918306511417136,-87.69597574147332,-0.750556081723053,0.452919860556829,Not Significant,0
-14695_6838,-14695,6838,6,41.78280495333726,-87.72320447645627,-1.4206280709072476,0.15542491338844333,Not Significant,0
-14705_6864,-14705,6864,6,41.91329305408127,-87.69986556075662,-0.4592204342516641,0.6460758779412645,Not Significant,0
-14696_6862,-14696,6862,6,41.90326495794641,-87.63762845222419,0.7061221556338917,0.4801121746745951,Not Significant,0
-14697_6842,-14697,6842,6,41.80289736866589,-87.72320447645627,-1.3914945061601087,0.16407552444355433,Not Significant,0
-14697_6843,-14697,6843,6,41.807919488376285,-87.71931465717297,-1.3371857094337303,0.18116202541997106,Not Significant,0
-14695_6847,-14695,6847,6,41.828004030498995,-87.68819610290679,-1.041891729194442,0.2974618791268735,Not Significant,0
-14695_6839,-14695,6839,6,41.78782864762697,-87.71931465717297,-1.1875595529301364,0.23500698100807815,Not Significant,0
-14706_6866,-14706,6866,6,41.92331957492203,-87.69986556075662,-1.1584259881829977,0.24669023878241525,Not Significant,0
-14694_6859,-14694,6859,6,41.88821986019843,-87.6337386329409,-0.8670903407116086,0.3858925126392019,Not Significant,0
-14698_6849,-14698,6849,6,41.83804393942133,-87.7037553800399,-0.1418878727051868,0.8871685735778849,Not Significant,0
-14695_6860,-14695,6860,6,41.893235286577195,-87.63762845222419,-0.10961765728599734,0.9127126065594615,Not Significant,0
-14695_6843,-14695,6843,6,41.807919488376285,-87.7037553800399,-0.8088232112173308,0.4186168430240276,Not Significant,0
-14695_6840,-14695,6840,6,41.79285194828349,-87.71542483788971,-0.9836245997001642,0.32530012525684016,Not Significant,0
-14705_6876,-14705,6876,6,41.97342854763757,-87.6531877293573,-0.750556081723053,0.452919860556829,Not Significant,0
-14710_6873,-14710,6873,6,41.9583999915659,-87.7037553800399,-1.304093811918692,0.19220159851300256,Not Significant,0
-14694_6842,-14694,6842,6,41.80289736866589,-87.69986556075662,-0.7214225169759142,0.4706495969391722,Not Significant,0
-14687_6843,-14687,6843,6,41.807919488376285,-87.64151827150748,-0.45643993500217195,0.6480736541203946,Not Significant,0
-14709_6861,-14709,6861,6,41.89825031916235,-87.74265357287265,2.0753996987494197,0.03794950609698167,Hotspot 95%,2
-14715_6868,-14715,6868,6,41.93334452040915,-87.76210266928904,-1.4206280709072476,0.15542491338844333,Not Significant,0
-14715_6865,-14715,6865,6,41.918306511417136,-87.77377212713887,-0.13875122203313622,0.889646740204872,Not Significant,0
-14690_6831,-14690,6831,6,41.74762807223493,-87.71153501860644,-1.1484544720555392,0.2507809975696973,Not Significant,0
-14667_6824,-14667,6824,6,41.7124319061753,-87.55983206655863,-1.2458266824244142,0.21282803149397056,Not Significant,0
-14669_6813,-14669,6813,6,41.6570846882825,-87.6181793558078,-0.8024472035288556,0.4222943172192455,Not Significant,0
-14669_6832,-14669,6832,6,41.75265452173847,-87.54427278942553,1.8325340767956781,0.0668718895958691,Hotspot 90%,0
-14709_6881,-14709,6881,6,41.99846826275177,-87.66485718720713,-1.0540888533664436,0.29184223897691375,Not Significant,0
-14677_6829,-14677,6829,6,41.7375739925239,-87.6181793558078,-0.3426861752631085,0.7318345642104394,Not Significant,0
-14687_6833,-14687,6833,6,41.757680577663535,-87.68041646434024,0.12345086069111383,0.9017500840414285,Not Significant,0
-14664_6824,-14664,6824,6,41.7124319061753,-87.53649315085902,-1.1484544720555392,0.2507809975696973,Not Significant,0
-14687_6831,-14687,6831,6,41.74762807223493,-87.68819610290679,-1.304093811918692,0.19220159851300256,Not Significant,0
-14671_6826,-14671,6826,6,41.72248992131589,-87.58317098225831,-0.70808158483976,0.47889459471475093,Not Significant,0
-14685_6831,-14685,6831,6,41.74762807223493,-87.67263682577367,1.0848584973466975,0.2779843320687707,Not Significant,0
-14683_6838,-14683,6838,6,41.78280495333726,-87.62984881365766,1.172259191588114,0.24109301023990315,Not Significant,0
-14673_6826,-14673,6826,6,41.72248992131589,-87.59873025939142,0.036050166449697135,0.9712423578850731,Not Significant,0
-14711_6881,-14711,6881,6,41.99846826275177,-87.68041646434024,-1.4000961218931274,0.16148453622935222,Not Significant,0
-14675_6825,-14675,6825,6,41.71746111050715,-87.6181793558078,-0.42498472877247345,0.6708478072530117,Not Significant,0
-14678_6826,-14678,6826,6,41.72248992131589,-87.63762845222419,0.006916601702558241,0.9944813942894528,Not Significant,0
-14677_6828,-14677,6828,6,41.73254636233219,-87.62206917509108,-0.6048882579873586,0.5452532455794761,Not Significant,0
-14716_6865,-14716,6865,6,41.918306511417136,-87.78155176570542,-0.8962239054587475,0.37013319056883986,Not Significant,0
-14710_6855,-14710,6855,6,41.86815421689773,-87.77377212713887,-0.8433135822051381,0.39905308861686195,Not Significant,0
-14693_6837,-14693,6837,6,41.77778086542214,-87.71153501860644,-0.6631553874816364,0.5072310404579752,Not Significant,0
-14663_6823,-14663,6823,6,41.70740230832825,-87.53260333157573,-1.1169992658258407,0.2639946390995602,Not Significant,0
-14692_6853,-14692,6853,6,41.85811903268165,-87.64151827150748,-1.3623609414129698,0.17308400383827216,Not Significant,0
-14717_6868,-14717,6868,6,41.93334452040915,-87.77766194642213,-1.5259169468119214,0.12703054962808213,Not Significant,0
-14673_6825,-14673,6825,5,41.71746111050715,-87.6026200786747,-1.1169992658258407,0.2639946390995602,Not Significant,0
-14673_6831,-14673,6831,5,41.74762807223493,-87.57928116297502,0.939190673611003,0.34763285655674814,Not Significant,0
-14673_6829,-14673,6829,5,41.7375739925239,-87.5870608015416,-0.6922889522287753,0.48875588662930536,Not Significant,0
-14704_6875,-14704,6875,5,41.96841942284933,-87.64929791007401,-0.07897746024578978,0.9370505511706153,Not Significant,0
-14680_6841,-14680,6841,5,41.797874855299035,-87.59484044010813,-1.0077856883781369,0.3135573579252282,Not Significant,0
-14721_6872,-14721,6872,5,41.95338968508535,-87.79322122355526,-1.809013802879208,0.07044885901220366,Coldspot 90%,0
-14681_6839,-14681,6839,5,41.78782864762697,-87.61039971724124,1.5881484699282316,0.11225277018447288,Not Significant,0
-14702_6861,-14702,6861,5,41.89825031916235,-87.68819610290679,-0.5466211284930808,0.5846390503573602,Not Significant,0
-14704_6868,-14704,6868,5,41.93334452040915,-87.67652664505695,-1.3177782864015077,0.18757787871500353,Not Significant,0
-14710_6884,-14710,6884,5,42.01348736449719,-87.66096736792385,-0.697793090354766,0.48530660088116706,Not Significant,0
-14685_6830,-14685,6830,5,41.74260122916078,-87.67652664505695,-0.8339024097585541,0.40433597920849373,Not Significant,0
-14686_6831,-14686,6831,5,41.74762807223493,-87.68041646434024,-0.9836245997001642,0.32530012525684016,Not Significant,0
-14686_6848,-14686,6848,5,41.833024181811474,-87.61428953652451,-0.7214225169759142,0.4706495969391722,Not Significant,0
-14713_6865,-14713,6865,5,41.918306511417136,-87.75821285000578,-0.5757546932402197,0.5647810012501586,Not Significant,0
-14691_6855,-14691,6855,5,41.86815421689773,-87.62595899437436,-1.7702308478729143,0.07668869247195276,Coldspot 90%,0
-14687_6830,-14687,6830,5,41.74260122916078,-87.69208592219006,-1.4206280709072476,0.15542491338844333,Not Significant,0
-14713_6869,-14713,6869,5,41.93835640237656,-87.74265357287265,-1.4206280709072476,0.15542491338844333,Not Significant,0
-14711_6884,-14711,6884,5,42.01348736449719,-87.66874700649038,0.2399851196796694,0.8103417923438037,Not Significant,0
-14708_6867,-14708,6867,5,41.92833224458851,-87.71153501860644,-0.5174875637459418,0.604815848091746,Not Significant,0
-14660_6813,-14660,6813,5,41.6570846882825,-87.5481626087088,-1.1443349023074354,0.2524847739847653,Not Significant,0
-14702_6870,-14702,6870,5,41.9433678904833,-87.6531877293573,-1.368640915663429,0.17111154766345238,Not Significant,0
-14694_6838,-14694,6838,5,41.78280495333726,-87.71542483788971,-1.041891729194442,0.2974618791268735,Not Significant,0
-14678_6821,-14678,6821,5,41.6973419321205,-87.65707754864057,-0.9597232346773482,0.33719452629273805,Not Significant,0
-14706_6868,-14706,6868,5,41.93334452040915,-87.69208592219006,-1.4497616356543865,0.14712500125850103,Not Significant,0
-14678_6828,-14678,6828,5,41.73254636233219,-87.62984881365766,-0.2552854810216918,0.7985026129914987,Not Significant,0
-14698_6854,-14698,6854,5,41.863136821663865,-87.68430628362349,-1.1875595529301364,0.23500698100807815,Not Significant,0
-14677_6821,-14677,6821,5,41.6973419321205,-87.64929791007401,-0.6137159661506645,0.5394030358974855,Not Significant,0
-14676_6825,-14676,6825,5,41.71746111050715,-87.62595899437436,0.09431729594397492,0.9248571109837065,Not Significant,0
-14712_6867,-14712,6867,5,41.92833224458851,-87.74265357287265,-0.9253574702058864,0.3547799937034104,Not Significant,0
-14676_6821,-14676,6821,5,41.6973419321205,-87.64151827150748,-0.5174875637459418,0.604815848091746,Not Significant,0
-14694_6848,-14694,6848,5,41.833024181811474,-87.67652664505695,-1.1169992658258407,0.2639946390995602,Not Significant,0
-14698_6846,-14698,6846,5,41.822983485491555,-87.71542483788971,-0.5713400603338754,0.5677691513176768,Not Significant,0
-14698_6843,-14698,6843,5,41.807919488376285,-87.72709429573955,-1.0077856883781369,0.3135573579252282,Not Significant,0
-14679_6829,-14679,6829,5,41.7375739925239,-87.6337386329409,0.32738581392108607,0.7433760946706038,Not Significant,0
-14679_6841,-14679,6841,5,41.797874855299035,-87.5870608015416,-1.2113648845149363,0.22575559137994228,Not Significant,0
-14712_6880,-14712,6880,5,41.99346110759678,-87.69208592219006,-1.0855440595961423,0.27768076060533975,Not Significant,0
