hex_id,hex_q,hex_r,count,centroid_lat,centroid_lon
-14710_6858,-14710,6858,46,41.88320404003357,-87.76210266928904
-14703_6855,-14703,6855,45,41.86815421689773,-87.71931465717297
-14707_6858,-14707,6858,44,41.88320404003357,-87.73876375358938
-14700_6851,-14700,6851,44,41.84808227350258,-87.71153501860644
-14688_6837,-14688,6837,43,41.77778086542214,-87.67263682577367
-14712_6860,-14712,6860,43,41.893235286577195,-87.76988230785561
-14670_6832,-14670,6832,43,41.75265452173847,-87.55205242799208
-14675_6835,-14675,6835,42,41.767731508746834,-87.57928116297502
-14711_6860,-14711,6860,42,41.893235286577195,-87.76210266928904
-14707_6861,-14707,6861,42,41.89825031916235,-87.72709429573955
-14687_6840,-14687,6840,42,41.792851948283484,-87.6531877293573
-14672_6832,-14672,6832,41,41.75265452173847,-87.5676117051252
-14709_6860,-14709,6860,41,41.893235286577195,-87.74654339215594
-14703_6853,-14703,6853,41,41.85811903268165,-87.72709429573955
-14680_6835,-14680,6835,41,41.767731508746834,-87.6181793558078
-14703_6852,-14703,6852,40,41.85310084995869,-87.73098411502284
-14674_6832,-14674,6832,40,41.75265452173847,-87.58317098225831
-14690_6843,-14690,6843,40,41.807919488376285,-87.66485718720713
-14704_6857,-14704,6857,39,41.87818782609015,-87.71931465717297
-14671_6832,-14671,6832,39,41.75265452173847,-87.55983206655863
-14681_6829,-14681,6829,39,41.7375739925239,-87.64929791007401
-14704_6855,-14704,6855,39,41.86815421689773,-87.72709429573955
-14683_6834,-14683,6834,39,41.762706240002274,-87.64540809079072
-14701_6849,-14701,6849,39,41.83804393942133,-87.72709429573955
-14684_6832,-14684,6832,38,41.75265452173847,-87.66096736792385
-14701_6856,-14701,6856,38,41.87317121837568,-87.69986556075662
-14706_6856,-14706,6856,38,41.87317121837568,-87.73876375358938
-14700_6857,-14700,6857,38,41.87818782609015,-87.68819610290679
-14684_6836,-14684,6836,37,41.7727563838894,-87.64540809079072
-14687_6837,-14687,6837,37,41.77778086542214,-87.66485718720713
-14674_6822,-14674,6822,37,41.702372316973985,-87.62206917509108
-14706_6858,-14706,6858,37,41.88320404003357,-87.73098411502284
-14711_6858,-14711,6858,37,41.88320404003357,-87.76988230785561
-14710_6860,-14710,6860,36,41.893235286577195,-87.75432303072246
-14670_6831,-14670,6831,36,41.74762807223493,-87.55594224727537
-14685_6835,-14685,6835,35,41.767731508746834,-87.65707754864057
-14690_6841,-14690,6841,35,41.797874855299035,-87.67263682577367
-14667_6813,-14667,6813,35,41.6570846882825,-87.6026200786747
-14675_6822,-14675,6822,35,41.702372316973985,-87.62984881365766
-14684_6834,-14684,6834,35,41.762706240002274,-87.6531877293573
-14701_6857,-14701,6857,35,41.87818782609015,-87.69597574147332
-14686_6838,-14686,6838,35,41.78280495333726,-87.6531877293573
-14703_6857,-14703,6857,35,41.87818782609015,-87.71153501860644
-14672_6817,-14672,6817,35,41.67721645787437,-87.62595899437436
-14686_6835,-14686,6835,35,41.767731508746834,-87.66485718720713
-14676_6832,-14676,6832,35,41.75265452173847,-87.59873025939142
-14673_6820,-14673,6820,34,41.69231115377578,-87.62206917509108
-14675_6834,-14675,6834,34,41.762706240002274,-87.58317098225831
-14702_6850,-14702,6850,34,41.84306330332091,-87.73098411502284
-14687_6838,-14687,6838,34,41.78280495333726,-87.66096736792385
-14683_6832,-14683,6832,34,41.75265452173847,-87.6531877293573
-14689_6836,-14689,6836,34,41.7727563838894,-87.68430628362349
-14712_6862,-14712,6862,34,41.90326495794641,-87.76210266928904
-14681_6833,-14681,6833,34,41.757680577663535,-87.6337386329409
-14712_6863,-14712,6863,33,41.908279202921875,-87.75821285000578
-14688_6839,-14688,6839,33,41.78782864762697,-87.66485718720713
-14711_6862,-14711,6862,33,41.90326495794641,-87.75432303072246
-14702_6853,-14702,6853,33,41.85811903268165,-87.71931465717297
-14681_6835,-14681,6835,33,41.767731508746834,-87.62595899437436
-14681_6836,-14681,6836,33,41.7727563838894,-87.62206917509108
-14681_6837,-14681,6837,33,41.77778086542214,-87.6181793558078
-14674_6821,-14674,6821,32,41.6973419321205,-87.62595899437436
-14685_6839,-14685,6839,32,41.78782864762697,-87.64151827150748
-14679_6837,-14679,6837,32,41.77778086542214,-87.6026200786747
-14701_6850,-14701,6850,32,41.84306330332091,-87.72320447645627
-14675_6836,-14675,6836,32,41.7727563838894,-87.57539134369176
-14704_6874,-14704,6874,32,41.96340990415634,-87.6531877293573
-14691_6843,-14691,6843,32,41.807919488376285,-87.67263682577367
-14676_6834,-14676,6834,32,41.762706240002274,-87.59095062082486
-14685_6834,-14685,6834,32,41.762706240002274,-87.66096736792385
-14703_6862,-14703,6862,32,41.90326495794641,-87.69208592219006
-14705_6856,-14705,6856,32,41.87317121837568,-87.73098411502284
-14670_6830,-14670,6830,32,41.74260122916078,-87.55983206655863
-14684_6842,-14684,6842,32,41.80289736866589,-87.62206917509108
-14696_6861,-14696,6861,31,41.89825031916235,-87.64151827150748
-14686_6840,-14686,6840,31,41.792851948283484,-87.64540809079072
-14685_6837,-14685,6837,31,41.77778086542214,-87.64929791007401
-14672_6819,-14672,6819,31,41.68727998194784,-87.6181793558078
-14680_6837,-14680,6837,31,41.77778086542214,-87.61039971724124
-14702_6852,-14702,6852,31,41.85310084995869,-87.72320447645627
-14673_6834,-14673,6834,30,41.762706240002274,-87.5676117051252
-14674_6827,-14674,6827,30,41.72751833859355,-87.6026200786747
-14712_6885,-14712,6885,30,42.01849294381506,-87.67263682577367
-14671_6833,-14671,6833,30,41.757680577663535,-87.55594224727537
-14711_6859,-14711,6859,30,41.88821986019843,-87.76599248857232
-14711_6861,-14711,6861,30,41.89825031916235,-87.75821285000578
-14683_6839,-14683,6839,29,41.78782864762697,-87.62595899437436
-14680_6838,-14680,6838,29,41.78280495333726,-87.60650989795798
-14676_6836,-14676,6836,29,41.7727563838894,-87.58317098225831
-14689_6839,-14689,6839,29,41.78782864762697,-87.67263682577367
-14692_6838,-14692,6838,29,41.78280495333726,-87.69986556075662
-14674_6818,-14674,6818,29,41.68224841664468,-87.63762845222419
-14682_6838,-14682,6838,29,41.78280495333726,-87.62206917509108
-14671_6817,-14671,6817,29,41.67721645787437,-87.6181793558078
-14692_6839,-14692,6839,29,41.78782864762697,-87.69597574147332
-14687_6842,-14687,6842,29,41.80289736866589,-87.64540809079072
-14681_6834,-14681,6834,29,41.762706240002274,-87.62984881365766
-14679_6836,-14679,6836,29,41.7727563838894,-87.60650989795798
-14669_6829,-14669,6829,28,41.7375739925239,-87.55594224727537
-14705_6861,-14705,6861,28,41.89825031916235,-87.71153501860644
-14682_6833,-14682,6833,28,41.757680577663535,-87.64151827150748
-14689_6835,-14689,6835,28,41.767731508746834,-87.68819610290679
-14678_6832,-14678,6832,28,41.75265452173847,-87.61428953652451
-14696_6846,-14696,6846,28,41.822983485491555,-87.69986556075662
-14675_6823,-14675,6823,28,41.70740230832825,-87.62595899437436
-14700_6852,-14700,6852,28,41.85310084995869,-87.70764519932315
-14687_6835,-14687,6835,28,41.767731508746834,-87.67263682577367
-14680_6836,-14680,6836,28,41.7727563838894,-87.61428953652451
-14713_6863,-14713,6863,28,41.908279202921875,-87.76599248857232
-14690_6840,-14690,6840,28,41.792851948283484,-87.67652664505695
-14691_6837,-14691,6837,27,41.77778086542214,-87.69597574147332
-14680_6831,-14680,6831,27,41.74762807223493,-87.6337386329409
-14675_6833,-14675,6833,27,41.757680577663535,-87.5870608015416
-14701_6852,-14701,6852,27,41.85310084995869,-87.71542483788971
-14700_6856,-14700,6856,27,41.87317121837568,-87.69208592219006
-14683_6843,-14683,6843,27,41.807919488376285,-87.61039971724124
-14690_6842,-14690,6842,27,41.80289736866589,-87.66874700649038
-14684_6840,-14684,6840,27,41.792851948283484,-87.62984881365766
-14677_6826,-14677,6826,27,41.72248992131589,-87.62984881365766
-14695_6853,-14695,6853,27,41.85811903268165,-87.66485718720713
-14684_6843,-14684,6843,26,41.807919488376285,-87.6181793558078
-14669_6831,-14669,6831,26,41.74762807223493,-87.5481626087088
-14686_6834,-14686,6834,26,41.762706240002274,-87.66874700649038
-14675_6828,-14675,6828,26,41.73254636233219,-87.60650989795798
-14687_6836,-14687,6836,26,41.7727563838894,-87.66874700649038
-14704_6854,-14704,6854,26,41.863136821663865,-87.73098411502284
-14673_6819,-14673,6819,26,41.68727998194784,-87.62595899437436
-14712_6861,-14712,6861,26,41.89825031916235,-87.76599248857232
-14698_6851,-14698,6851,25,41.84808227350258,-87.69597574147332
-14691_6839,-14691,6839,25,41.78782864762697,-87.68819610290679
-14689_6840,-14689,6840,25,41.792851948283484,-87.66874700649038
-14683_6835,-14683,6835,25,41.767731508746834,-87.64151827150748
-14677_6833,-14677,6833,25,41.757680577663535,-87.6026200786747
-14688_6834,-14688,6834,25,41.762706240002274,-87.68430628362349
-14683_6833,-14683,6833,25,41.757680577663535,-87.64929791007401
-14687_6839,-14687,6839,24,41.78782864762697,-87.65707754864057
-14701_6855,-14701,6855,24,41.86815421689773,-87.7037553800399
-14682_6835,-14682,6835,24,41.767731508746834,-87.6337386329409
-14683_6831,-14683,6831,24,41.74762807223493,-87.65707754864057
-14669_6830,-14669,6830,24,41.74260122916078,-87.55205242799208
-14692_6837,-14692,6837,24,41.77778086542214,-87.7037553800399
-14697_6862,-14697,6862,24,41.90326495794641,-87.64540809079072
-14674_6834,-14674,6834,24,41.762706240002274,-87.57539134369176
-14689_6851,-14689,6851,24,41.84808227350258,-87.62595899437436
-14685_6832,-14685,6832,24,41.75265452173847,-87.66874700649038
-14683_6836,-14683,6836,24,41.7727563838894,-87.63762845222419
-14699_6851,-14699,6851,24,41.84808227350258,-87.7037553800399
-14690_6838,-14690,6838,24,41.78280495333726,-87.68430628362349
-14672_6818,-14672,6818,24,41.68224841664468,-87.62206917509108
-14689_6843,-14689,6843,24,41.807919488376285,-87.65707754864057
-14676_6830,-14676,6830,23,41.74260122916078,-87.60650989795798
-14677_6836,-14677,6836,23,41.7727563838894,-87.59095062082486
-14699_6850,-14699,6850,23,41.84306330332091,-87.70764519932315
-14700_6855,-14700,6855,23,41.86815421689773,-87.69597574147332
-14706_6863,-14706,6863,23,41.908279202921875,-87.71153501860644
-14668_6828,-14668,6828,23,41.73254636233219,-87.55205242799208
-14688_6838,-14688,6838,23,41.78280495333726,-87.66874700649038
-14708_6856,-14708,6856,23,41.87317121837568,-87.75432303072246
-14680_6833,-14680,6833,23,41.757680577663535,-87.62595899437436
-14706_6862,-14706,6862,23,41.90326495794641,-87.71542483788971
-14683_6829,-14683,6829,23,41.7375739925239,-87.66485718720713
-14673_6817,-14673,6817,23,41.67721645787437,-87.6337386329409
-14682_6832,-14682,6832,23,41.75265452173847,-87.64540809079072
-14673_6818,-14673,6818,23,41.68224841664468,-87.62984881365766
-14673_6821,-14673,6821,22,41.6973419321205,-87.6181793558078
-14710_6857,-14710,6857,22,41.87818782609015,-87.76599248857232
-14689_6850,-14689,6850,22,41.84306330332091,-87.62984881365766
-14699_6858,-14699,6858,22,41.88320404003357,-87.67652664505695
-14713_6862,-14713,6862,22,41.90326495794641,-87.76988230785561
-14672_6820,-14672,6820,22,41.69231115377578,-87.61428953652451
-14682_6827,-14682,6827,22,41.72751833859355,-87.66485718720713
-14697_6852,-14697,6852,22,41.85310084995869,-87.68430628362349
-14686_6836,-14686,6836,22,41.7727563838894,-87.66096736792385
-14702_6856,-14702,6856,22,41.87317121837568,-87.70764519932315
-14686_6846,-14686,6846,22,41.822983485491555,-87.62206917509108
-14679_6832,-14679,6832,22,41.75265452173847,-87.62206917509108
-14699_6849,-14699,6849,22,41.83804393942133,-87.71153501860644
-14677_6834,-14677,6834,22,41.762706240002274,-87.59873025939142
-14682_6839,-14682,6839,22,41.78782864762697,-87.6181793558078
-14679_6835,-14679,6835,22,41.767731508746834,-87.61039971724124
-14683_6844,-14683,6844,21,41.8129412144225,-87.60650989795798
-14683_6841,-14683,6841,21,41.797874855299035,-87.6181793558078
-14702_6858,-14702,6858,21,41.88320404003357,-87.69986556075662
-14716_6866,-14716,6866,21,41.92331957492203,-87.77766194642213
-14688_6836,-14688,6836,21,41.7727563838894,-87.67652664505695
-14683_6842,-14683,6842,21,41.80289736866589,-87.61428953652451
-14675_6830,-14675,6830,21,41.74260122916078,-87.59873025939142
-14670_6829,-14670,6829,21,41.7375739925239,-87.56372188584191
-14700_6853,-14700,6853,21,41.85811903268165,-87.7037553800399
-14700_6850,-14700,6850,20,41.84306330332091,-87.71542483788971
-14678_6829,-14678,6829,20,41.7375739925239,-87.62595899437436
-14688_6842,-14688,6842,20,41.80289736866589,-87.6531877293573
-14673_6833,-14673,6833,20,41.757680577663535,-87.57150152440849
-14672_6827,-14672,6827,20,41.72751833859355,-87.5870608015416
-14693_6843,-14693,6843,20,41.807919488376285,-87.68819610290679
-14687_6841,-14687,6841,20,41.797874855299035,-87.64929791007401
-14675_6818,-14675,6818,20,41.68224841664468,-87.64540809079072
-14701_6844,-14701,6844,20,41.8129412144225,-87.74654339215594
-14674_6820,-14674,6820,20,41.69231115377578,-87.62984881365766
-14686_6845,-14686,6845,20,41.817962546796814,-87.62595899437436
-14676_6833,-14676,6833,20,41.757680577663535,-87.59484044010813
-14683_6837,-14683,6837,19,41.77778086542214,-87.6337386329409
-14691_6838,-14691,6838,19,41.78280495333726,-87.69208592219006
-14672_6834,-14672,6834,19,41.762706240002274,-87.55983206655863
-14673_6816,-14673,6816,19,41.67218410564493,-87.63762845222419
-14709_6866,-14709,6866,19,41.92331957492203,-87.72320447645627
-14697_6863,-14697,6863,19,41.908279202921875,-87.64151827150748
-14713_6861,-14713,6861,19,41.89825031916235,-87.77377212713887
-14673_6827,-14673,6827,19,41.72751833859355,-87.59484044010813
-14679_6834,-14679,6834,19,41.762706240002274,-87.61428953652451
-14685_6836,-14685,6836,19,41.7727563838894,-87.6531877293573
-14709_6863,-14709,6863,19,41.908279202921875,-87.7348739343061
-14694_6854,-14694,6854,19,41.863136821663865,-87.6531877293573
-14708_6861,-14708,6861,19,41.89825031916235,-87.7348739343061
-14677_6835,-14677,6835,19,41.767731508746834,-87.59484044010813
-14682_6834,-14682,6834,19,41.762706240002274,-87.63762845222419
-14676_6835,-14676,6835,19,41.767731508746834,-87.5870608015416
-14677_6831,-14677,6831,19,41.74762807223493,-87.61039971724124
-14668_6829,-14668,6829,19,41.7375739925239,-87.5481626087088
-14675_6824,-14675,6824,19,41.7124319061753,-87.62206917509108
-14705_6875,-14705,6875,19,41.96841942284933,-87.65707754864057
-14689_6834,-14689,6834,19,41.762706240002274,-87.69208592219006
-14681_6830,-14681,6830,19,41.74260122916078,-87.64540809079072
-14708_6863,-14708,6863,19,41.908279202921875,-87.72709429573955
-14695_6852,-14695,6852,19,41.85310084995869,-87.66874700649038
-14673_6832,-14673,6832,19,41.75265452173847,-87.57539134369176
-14714_6863,-14714,6863,18,41.908279202921875,-87.77377212713887
-14681_6832,-14681,6832,18,41.75265452173847,-87.63762845222419
-14682_6828,-14682,6828,18,41.73254636233219,-87.66096736792385
-14700_6858,-14700,6858,18,41.88320404003357,-87.68430628362349
-14680_6834,-14680,6834,18,41.762706240002274,-87.62206917509108
-14687_6845,-14687,6845,18,41.817962546796814,-87.6337386329409
-14697_6851,-14697,6851,18,41.84808227350258,-87.68819610290679
-14680_6829,-14680,6829,18,41.7375739925239,-87.64151827150748
-14685_6845,-14685,6845,18,41.817962546796814,-87.6181793558078
-14709_6856,-14709,6856,18,41.87317121837568,-87.76210266928904
-14692_6841,-14692,6841,18,41.797874855299035,-87.68819610290679
-14687_6834,-14687,6834,18,41.762706240002274,-87.67652664505695
-14699_6852,-14699,6852,18,41.85310084995869,-87.69986556075662
-14676_6819,-14676,6819,18,41.68727998194784,-87.64929791007401
-14698_6852,-14698,6852,17,41.85310084995869,-87.69208592219006
-14704_6859,-14704,6859,17,41.88821986019843,-87.71153501860644
-14684_6845,-14684,6845,17,41.817962546796814,-87.61039971724124
-14703_6851,-14703,6851,17,41.84808227350258,-87.7348739343061
-14684_6838,-14684,6838,17,41.78280495333726,-87.63762845222419
-14672_6816,-14672,6816,17,41.67218410564493,-87.62984881365766
-14683_6830,-14683,6830,17,41.74260122916078,-87.66096736792385
-14687_6846,-14687,6846,17,41.822983485491555,-87.62984881365766
-14695_6855,-14695,6855,17,41.86815421689773,-87.65707754864057
-14711_6863,-14711,6863,17,41.908279202921875,-87.75043321143923
-14704_6853,-14704,6853,17,41.85811903268165,-87.7348739343061
-14682_6829,-14682,6829,17,41.7375739925239,-87.65707754864057
-14677_6820,-14677,6820,17,41.69231115377578,-87.6531877293573
-14703_6863,-14703,6863,16,41.908279202921875,-87.68819610290679
-14675_6821,-14675,6821,16,41.6973419321205,-87.6337386329409
-14702_6849,-14702,6849,16,41.83804393942133,-87.7348739343061
-14686_6847,-14686,6847,16,41.828004030498995,-87.6181793558078
-14682_6842,-14682,6842,16,41.80289736866589,-87.60650989795798
-14708_6865,-14708,6865,16,41.918306511417136,-87.71931465717297
-14668_6813,-14668,6813,16,41.6570846882825,-87.61039971724124
-14706_6859,-14706,6859,16,41.88821986019843,-87.72709429573955
-14707_6879,-14707,6879,16,41.9884535585006,-87.65707754864057
-14714_6864,-14714,6864,16,41.91329305408127,-87.76988230785561
-14679_6828,-14679,6828,16,41.73254636233219,-87.63762845222419
-14684_6839,-14684,6839,16,41.78782864762697,-87.6337386329409
-14685_6843,-14685,6843,16,41.807919488376285,-87.62595899437436
-14694_6841,-14694,6841,16,41.797874855299035,-87.7037553800399
-14699_6857,-14699,6857,16,41.87818782609015,-87.68041646434024
-14694_6853,-14694,6853,16,41.85811903268165,-87.65707754864057
-14687_6847,-14687,6847,16,41.828004030498995,-87.62595899437436
-14688_6835,-14688,6835,16,41.767731508746834,-87.68041646434024
-14691_6840,-14691,6840,16,41.792851948283484,-87.68430628362349
-14713_6864,-14713,6864,16,41.91329305408127,-87.76210266928904
-14694_6844,-14694,6844,16,41.8129412144225,-87.69208592219006
-14685_6840,-14685,6840,15,41.792851948283484,-87.63762845222419
-14708_6866,-14708,6866,15,41.92331957492203,-87.71542483788971
-14705_6874,-14705,6874,15,41.96340990415634,-87.66096736792385
-14674_6816,-14674,6816,15,41.67218410564493,-87.64540809079072
-14679_6833,-14679,6833,15,41.757680577663535,-87.6181793558078
-14689_6852,-14689,6852,15,41.85310084995869,-87.62206917509108
-14673_6830,-14673,6830,15,41.74260122916078,-87.58317098225831
-14696_6845,-14696,6845,15,41.817962546796814,-87.7037553800399
-14699_6856,-14699,6856,15,41.87317121837568,-87.68430628362349
-14704_6861,-14704,6861,15,41.89825031916235,-87.7037553800399
-14674_6817,-14674,6817,15,41.67721645787437,-87.64151827150748
-14689_6841,-14689,6841,15,41.797874855299035,-87.66485718720713
-14672_6829,-14672,6829,15,41.7375739925239,-87.57928116297502
-14684_6833,-14684,6833,15,41.757680577663535,-87.65707754864057
-14690_6852,-14690,6852,15,41.85310084995869,-87.62984881365766
-14704_6863,-14704,6863,15,41.908279202921875,-87.69597574147332
-14705_6862,-14705,6862,15,41.90326495794641,-87.70764519932315
-14674_6819,-14674,6819,15,41.68727998194784,-87.6337386329409
-14680_6830,-14680,6830,15,41.74260122916078,-87.63762845222419
-14686_6837,-14686,6837,15,41.77778086542214,-87.65707754864057
-14689_6837,-14689,6837,15,41.77778086542214,-87.68041646434024
-14677_6822,-14677,6822,15,41.702372316973985,-87.64540809079072
-14691_6841,-14691,6841,15,41.797874855299035,-87.68041646434024
-14705_6859,-14705,6859,15,41.88821986019843,-87.71931465717297
-14695_6844,-14695,6844,15,41.8129412144225,-87.69986556075662
-14713_6875,-14713,6875,15,41.96841942284933,-87.71931465717297
-14681_6831,-14681,6831,15,41.74762807223493,-87.64151827150748
-14715_6866,-14715,6866,14,41.92331957492203,-87.76988230785561
-14666_6813,-14666,6813,14,41.6570846882825,-87.59484044010813
-14709_6868,-14709,6868,14,41.93334452040915,-87.71542483788971
-14683_6828,-14683,6828,14,41.73254636233219,-87.66874700649038
-14695_6861,-14695,6861,14,41.89825031916235,-87.6337386329409
-14677_6823,-14677,6823,14,41.70740230832825,-87.64151827150748
-14679_6827,-14679,6827,14,41.72751833859355,-87.64151827150748
-14668_6830,-14668,6830,14,41.74260122916078,-87.54427278942553
-14676_6823,-14676,6823,14,41.70740230832825,-87.6337386329409
-14685_6846,-14685,6846,14,41.822983485491555,-87.61428953652451
-14675_6819,-14675,6819,14,41.68727998194784,-87.64151827150748
-14674_6831,-14674,6831,14,41.74762807223493,-87.5870608015416
-14678_6837,-14678,6837,14,41.77778086542214,-87.59484044010813
-14685_6838,-14685,6838,14,41.78280495333726,-87.64540809079072
-14679_6825,-14679,6825,14,41.71746111050715,-87.64929791007401
-14694_6845,-14694,6845,14,41.817962546796814,-87.68819610290679
-14710_6883,-14710,6883,14,42.00848139120921,-87.66485718720713
-14671_6830,-14671,6830,14,41.74260122916078,-87.5676117051252
-14681_6828,-14681,6828,14,41.73254636233219,-87.6531877293573
-14696_6852,-14696,6852,14,41.85310084995869,-87.67652664505695
-14687_6848,-14687,6848,13,41.833024181811474,-87.62206917509108
-14684_6846,-14684,6846,13,41.822983485491555,-87.60650989795798
-14685_6841,-14685,6841,13,41.797874855299035,-87.6337386329409
-14710_6862,-14710,6862,13,41.90326495794641,-87.74654339215594
-14690_6836,-14690,6836,13,41.7727563838894,-87.69208592219006
-14686_6843,-14686,6843,13,41.807919488376285,-87.6337386329409
-14684_6830,-14684,6830,13,41.74260122916078,-87.66874700649038
-14709_6864,-14709,6864,13,41.91329305408127,-87.73098411502284
-14676_6829,-14676,6829,13,41.7375739925239,-87.61039971724124
-14675_6831,-14675,6831,13,41.74762807223493,-87.59484044010813
-14666_6822,-14666,6822,13,41.702372316973985,-87.55983206655863
-14678_6819,-14678,6819,13,41.68727998194784,-87.66485718720713
-14712_6874,-14712,6874,13,41.96340990415634,-87.71542483788971
-14667_6828,-14667,6828,13,41.73254636233219,-87.54427278942553
-14676_6824,-14676,6824,13,41.7124319061753,-87.62984881365766
-14692_6857,-14692,6857,13,41.87818782609015,-87.62595899437436
-14668_6812,-14668,6812,13,41.652050762297264,-87.61428953652451
-14675_6829,-14675,6829,13,41.7375739925239,-87.6026200786747
-14680_6827,-14680,6827,13,41.72751833859355,-87.64929791007401
-14694_6860,-14694,6860,13,41.893235286577195,-87.62984881365766
-14712_6884,-14712,6884,13,42.01348736449719,-87.67652664505695
-14674_6826,-14674,6826,13,41.72248992131589,-87.60650989795798
-14693_6839,-14693,6839,13,41.78782864762697,-87.7037553800399
-14672_6823,-14672,6823,13,41.70740230832825,-87.6026200786747
-14713_6866,-14713,6866,13,41.92331957492203,-87.75432303072246
-14670_6826,-14670,6826,13,41.72248992131589,-87.57539134369176
-14704_6864,-14704,6864,13,41.91329305408127,-87.69208592219006
-14713_6885,-14713,6885,13,42.01849294381506,-87.68041646434024
-14682_6830,-14682,6830,13,41.74260122916078,-87.6531877293573
-14702_6855,-14702,6855,13,41.86815421689773,-87.71153501860644
-14711_6875,-14711,6875,13,41.96841942284933,-87.7037553800399
-14705_6855,-14705,6855,13,41.86815421689773,-87.7348739343061
-14713_6867,-14713,6867,12,41.92833224458851,-87.75043321143923
-14682_6840,-14682,6840,12,41.792851948283484,-87.61428953652451
-14674_6823,-14674,6823,12,41.70740230832825,-87.6181793558078
-14671_6831,-14671,6831,12,41.74762807223493,-87.56372188584191
-14693_6853,-14693,6853,12,41.85811903268165,-87.64929791007401
-14672_6822,-14672,6822,12,41.702372316973985,-87.60650989795798
-14689_6842,-14689,6842,12,41.80289736866589,-87.66096736792385
-14685_6844,-14685,6844,12,41.8129412144225,-87.62206917509108
-14673_6815,-14673,6815,12,41.66715135996442,-87.64151827150748
-14693_6857,-14693,6857,12,41.87818782609015,-87.6337386329409
-14707_6865,-14707,6865,12,41.918306511417136,-87.71153501860644
-14675_6820,-14675,6820,12,41.69231115377578,-87.63762845222419
-14699_6855,-14699,6855,12,41.86815421689773,-87.68819610290679
-14708_6868,-14708,6868,12,41.93334452040915,-87.70764519932315
-14669_6825,-14669,6825,12,41.71746111050715,-87.57150152440849
-14691_6842,-14691,6842,12,41.80289736866589,-87.67652664505695
-14694_6852,-14694,6852,12,41.85310084995869,-87.66096736792385
-14678_6834,-14678,6834,12,41.762706240002274,-87.60650989795798
-14678_6831,-14678,6831,11,41.74762807223493,-87.6181793558078
-14684_6837,-14684,6837,11,41.77778086542214,-87.64151827150748
-14681_6827,-14681,6827,11,41.72751833859355,-87.65707754864057
-14710_6866,-14710,6866,11,41.92331957492203,-87.73098411502284
-14699_6853,-14699,6853,11,41.85811903268165,-87.69597574147332
-14694_6840,-14694,6840,11,41.792851948283484,-87.70764519932315
-14710_6868,-14710,6868,11,41.93334452040915,-87.72320447645627
-14687_6832,-14687,6832,11,41.75265452173847,-87.68430628362349
-14706_6855,-14706,6855,11,41.86815421689773,-87.74265357287265
-14675_6827,-14675,6827,11,41.72751833859355,-87.61039971724124
-14706_6877,-14706,6877,11,41.97843727851371,-87.65707754864057
