variable,z_percentile,n,rho_spearman,p_value
assault,86,9,0.699497416782669,0.03596008251415301
assault,87,17,0.7549526550801495,0.0004596589527476184
assault,88,24,0.9003742285569885,2.072788447307118e-09
assault,90,27,0.8130945530325417,2.547448604257096e-07
assault,91,13,0.9146040214532883,1.1971809323297149e-05
assault,92,12,0.8021028062474065,0.0016965328946357174
assault,93,21,0.7487816363555498,9.417816252817052e-05
assault,94,24,0.8819699795594349,1.2245147655753438e-08
assault,96,11,0.8545454545454546,0.0008066741521648988
assault,97,27,0.8148312161417068,2.2897836195644347e-07
assault,98,24,0.5460489685909875,0.005773647603311114
assault,99,5,0.20519567041703082,0.7405819415910723
assault,100,14,0.9428952759951116,4.423610572345009e-07
battery,1,17,0.7576927354065259,0.00042617793161834304
battery,2,7,-0.14433756729740646,0.7575093876521792
battery,3,23,0.17679122508709388,0.4196867032976397
battery,4,14,0.37981258913081595,0.18041152183368522
battery,5,25,0.5794432239988554,0.0024016516805158246
battery,7,16,0.495762091280581,0.05082997808909923
battery,8,14,0.8492573497299042,0.00012142928112348412
battery,9,26,0.1184751004367176,0.564322832371906
battery,10,12,0.8242616304086429,0.0009748807642686034
battery,11,21,0.40930867831604434,0.06540072963387777
battery,13,32,0.667788925292757,2.9709785878439743e-05
battery,15,15,0.2414444451190782,0.3859877840964562
battery,16,26,0.8071318763749826,6.292483166814128e-07
battery,18,28,0.24937954190864595,0.20062867995372183
battery,20,42,0.6393064942749863,5.1827443267091525e-06
battery,22,16,0.5525703557068384,0.02643648502234934
battery,23,27,0.22656448658428555,0.2557842508823883
battery,25,14,0.6905997914335567,0.006250053426134069
battery,26,12,0.3186085244213853,0.31281176524045423
battery,27,21,0.8104715384601042,8.409822244547738e-06
battery,28,36,0.6691412807393292,8.127585645938719e-06
battery,30,23,0.7265535448696571,8.636615505386504e-05
battery,32,20,0.5765762482192969,0.007786779731169204
battery,33,7,0.38188130791298674,0.39791732527399254
battery,34,31,0.4703567349716068,0.007580374400100546
battery,35,10,0.7282190812544191,0.016932514597287777
battery,36,17,0.9060907797776033,5.501198033595599e-07
battery,37,15,0.596597603577287,0.018889458029095915
battery,38,15,0.8705261253917933,2.426224163059664e-05
battery,42,115,-0.10329943956085264,0.271941045395505
battery,47,19,0.37195864828130376,0.11684864663698936
battery,48,26,0.8838736912722096,2.1684190318935623e-09
battery,50,16,0.40606371588223006,0.1186111738775277
battery,51,20,0.24537772901426108,0.2970619918192711
battery,52,17,0.8211470859043171,5.3321160481980366e-05
battery,53,15,0.9128662127025957,2.054694755776154e-06
battery,54,16,0.5777629419715107,0.01908160274882162
battery,55,9,0.756042629991963,0.018423694895849864
battery,57,36,0.8166827237267621,1.2511736832004304e-09
battery,58,8,0.8193365776101958,0.012816501903671776
battery,59,23,0.7351781921846872,6.434484903499028e-05
battery,60,19,0.7012867396770823,0.0008212043110115944
battery,61,9,0.4703558734673523,0.20134160547499136
battery,62,23,0.8086315430227446,3.0213945598989995e-06
battery,63,12,0.62697118916282,0.029112880865987664
battery,65,27,0.3327772724286836,0.0898728743890052
battery,67,30,0.8921105782568792,3.625588292000431e-11
battery,68,24,0.8299595965984229,5.27009283353354e-07
battery,70,23,0.8452447503155539,3.8570280814720934e-07
battery,71,23,0.8415082763449023,4.869765059396085e-07
battery,73,18,0.9016606628289011,3.217633958909509e-07
battery,75,57,0.9118831781407098,6.275086441464203e-23
battery,78,28,0.7951221861620156,4.3040279809146037e-07
battery,80,34,0.7374245778301342,6.526173617609801e-07
battery,82,18,0.8109508459500835,4.4474867753440346e-05
battery,83,19,0.7772514210204993,9.017689732714962e-05
battery,84,6,0.5590653920196746,0.24877100570170116
battery,85,24,0.9422801813186439,6.242553737657952e-12
battery,86,9,0.7607034407511524,0.017306454153577257
battery,87,17,0.7871865393080365,0.0001767096928213691
battery,88,24,0.9326394551493454,3.26235533677321e-11
battery,90,27,0.818294932039898,1.8449442038095505e-07
battery,91,13,0.922868515623047,6.951564967223178e-06
battery,92,12,0.8231186002975568,0.0010049467838746415
battery,93,21,0.7507315885335589,8.819308227709027e-05
battery,94,24,0.9176843194724589,2.7581942793712744e-10
battery,96,11,0.8636363636363636,0.00061169385009317
battery,97,27,0.8620056549709637,7.598706485543784e-09
battery,98,24,0.6462014907408498,0.0006464460593859879
battery,99,5,-0.6668859288553501,0.21889398131323157
battery,100,14,0.9428952759951116,4.423610572345009e-07
burglary,1,17,0.5793397376241456,0.014802448020122441
burglary,2,7,0.2886751345948129,0.5300916186704536
burglary,3,23,-0.11623217201021843,0.5974022911963708
burglary,4,14,-0.01808631376813409,0.9510664656382415
burglary,5,25,0.30175225756237195,0.14266413231784858
burglary,7,16,0.5913514053421326,0.015836742832309677
burglary,8,14,0.7738663578478762,0.0011624909584033079
burglary,9,26,0.17932123796432803,0.38074247312351817
burglary,10,12,0.8278144822638526,0.0008858372348174106
burglary,11,21,0.5901140380655912,0.0048627256507823196
burglary,13,32,0.2957904524024011,0.10024067805187178
burglary,15,15,0.3790558889485655,0.1635076131488597
burglary,16,26,0.6900280351312613,9.598072063208731e-05
burglary,18,28,0.4711501389579008,0.011383096278865728
burglary,20,42,0.5362261570818497,0.00025195796471220007
burglary,22,16,0.6788721512969731,0.003832135350336234
burglary,23,27,0.15325858992315972,0.4453452164256581
